Km1_CO2,Km2_HCO3,Km2_PEP,Km6_CO2,Km6_O2,Km6_RuBP,Km7_PGA,Km10_DHAP,Km10_GAP,Km12_DHAP,Km12_E4P,Km14_GAP,Km15_GAP,Ki18_Pi,Km18_ATP,Km18_Ru5P,Km33_NADP,Ki57,Vm2y22,Vm3y22,Vm4y22,Vm5y22,Vm6y22,Vm7_8y22,Vm12y22,Jmaxy22,Vm33y22,Vm35Mc_OAAy22,KaRac,tao_ActRubisco,Perm_CO2,gm,BBslope,MRd,Vm2y23,Vm3y23,Vm4y23,Vm5y23,Vm6y23,Vm7_8y23,Vm12y23,Jmaxy23,Vm33y23,Vm35Mc_OAAy23
1.39381071146287,1.16167737235514,1.12182030683706,1.34647804894576,1.20157537478622,1.48823659851762,1.32962268002123,1.15492894674832,1.16850491665122,1.31091635768219,1.40090838696647,1.44340465217411,1.38402578840623,1.51167560183225,1.49599151687371,1.27071212481029,1.27924326088162,1.26709499331393,1.4122810498275,1.16717687498871,1.12213003571004,1.87325743691415,1.23582454722011,1.39591716448259,1.35921881817151,1.32643937587359,1.30197956985452,1.25124924756665,1.51846979951632,1.2441812794224,1.10545392399214,1.27243450999476,1.09294113195222,1.23256096553641,1.42317500095503,1.49353380882502,1.17938708931787,1.76642155851916,1.27133564252681,1.32708229774097,1.60987536397024,1.06016357707809,1.16614525888244,1.46444172256224
1.89465536169685,1.15283747235595,1.46467278418741,1.14393462476472,1.07680795990166,2.17583188982254,1.47614385335608,1.17817377695397,1.13374990272193,1.54223827273308,1.38202363971647,1.33153415025941,1.62823983547187,1.85443751492981,1.43190084237686,1.44869370422512,1.0956906367589,1.68504385318867,1.41237583691224,1.48046641811446,1.40282029706211,1.36553252822491,1.28352608182806,1.11575527344251,1.17265689247749,1.49632312042517,1.259896319351,1.14986621584359,1.48930090772296,2.15213105735527,1.3045951017162,2.44227233645631,1.10504825704913,1.13857065466569,2.20132023902354,1.23098229625787,1.18391537190286,2.16978608740901,1.21988891778483,1.48146766301817,1.28700761580746,1.19942138138387,1.06125035761182,1.27796848987087
1.06590534954802,1.06750157258478,1.03590990663903,1.18585058942297,1.08810033874712,1.23456415068199,1.19032136770019,1.21086503356505,1.07073763923929,1.05009956410515,1.09012956886733,1.46362880533375,1.2059100343819,1.12322133917358,1.07175216407455,1.08962422480436,1.28455078799717,1.05739737111543,1.06065584207863,1.0928915928874,1.09480479609541,1.08177164277565,1.06766469831873,1.19831601425184,1.17940447407121,1.12008102431746,1.11670557690495,1.0847546204676,1.1170635652436,1.13986130607322,1.19141666553556,1.15385539090813,1.01693845690721,1.06248383671718,1.04712372584895,1.11366787275007,1.14650998677936,1.0217403648698,1.16645087723804,1.06634204850831,1.11982545577048,1.04250812146862,1.27708596017711,1.12436368847067
1.61710734265253,1.57270850315733,1.879063483899,1.13305397711375,1.33760213987222,1.38378072290401,1.04305817506687,1.22456524356067,1.51899419582131,1.50804821446516,1.25864970517308,1.43171378016096,1.3910965200481,1.63234457822077,1.07847394030818,1.85485539590433,1.30637917542168,1.58548549018949,1.44022934742009,1.15327059802654,1.13729756364234,1.15231579441905,1.2521727599868,1.2201465123323,1.29455481984651,1.18801368278793,1.55325961354277,1.34475286266135,1.19700022986214,1.12806096080038,1.2944872861337,1.28508019353237,1.09876035862017,1.21786612182238,1.70755169646299,1.34341269089049,1.06843396248779,1.20699655243821,1.49024711489037,1.20318950920202,1.6306002212453,1.91356614064632,1.31999647236148,1.84473766846546
1.12330760036545,1.43109013143449,1.35050554241449,1.21929831880876,1.17066935552823,1.10873742854985,1.03963576563853,1.26304631895225,1.15692721396521,1.37547891734068,1.11324473969585,1.18568059264228,1.50923313948626,1.28649954038892,1.19508786072649,1.15000186506925,1.30362944511559,1.48094782627044,1.18842848210389,1.08627411102804,1.36270734982869,1.10913621708675,1.21843591181104,1.13724318057156,1.14574336786518,1.07581278576428,1.1195869291448,1.15188539691436,1.38543976835015,1.15310080856142,1.16118298404359,1.38581975447561,1.07211299856372,1.19225252718662,1.11900344747792,1.18322963406673,1.25580013796942,1.2553405474643,1.44098319853311,1.12080019468191,1.16822054413288,1.20263229076951,1.29309954486008,1.28778321400573
1.26444183070553,1.08204631550257,1.42029497759954,1.33423293626834,1.44109663659368,2.04433108097299,1.35122715361514,1.58148937349908,1.15656688429151,1.21043942624224,1.4700124278069,1.51919993348616,1.45598917039172,1.31688884558018,1.32574890972515,1.22019077251043,1.15974115993719,1.34862827015056,1.55985267733639,1.19003722603464,1.29910977496696,1.252081794864,1.35446901678024,2.34237161723148,1.75410912013448,1.26995000372779,1.40404714679531,1.70811012574885,2.26895492089189,1.41179311601311,1.11002012236718,1.13057943201225,1.16371698956351,1.1093624880343,1.7599629233962,1.18661097807031,1.35655416483593,3.1037074148511,1.23556998344056,1.1268730755259,1.23160123988263,1.11966086043663,1.56116447394878,1.32477096657668
1.09732004270884,1.10029986776896,1.21408779313651,1.09126360785039,1.15143106700113,1.20982263398951,1.08261898142689,1.12838424139932,1.07858704387124,1.07264149570387,1.14639902687876,1.071459533198,1.25633382693167,1.19161207329728,1.09945104564867,1.08988150411163,1.19551700397941,1.0867827089438,1.18587160186858,1.107072738521,1.17862745410367,1.10727654897265,1.08728884421378,1.14399565328551,1.08234045961295,1.08997861472676,1.19792564129795,1.15237197198303,1.25130713391994,1.06672816389963,1.17697329019346,1.27313528613074,1.0585758360995,1.1058162413019,1.16756862857722,1.13594638583808,1.09426943167028,1.18583696300574,1.40656467674392,1.25873526927822,1.22946898251681,1.0823171146907,1.05748613154815,1.15350983678054
1.10437811748421,1.25635415402456,1.14430173667118,1.12589014225789,1.12289060508924,1.36326459384513,1.16237552063923,1.34228699628603,1.35163970949268,1.30000717231556,1.06722313979205,1.15511901258702,1.07669260523139,1.23058610707427,1.10686913387669,1.15162646986192,1.07453718324275,1.13087636910298,1.1279482303337,1.07149151781451,1.23036469147329,1.08242530329389,1.07867026499558,1.13899219489463,1.08001155768676,1.12486298961938,1.0862892828735,1.26627290635923,1.17790845891696,1.28080122447298,1.38182865179618,1.21013308901325,1.06234506876365,1.09095823861159,1.19409246549805,1.07366613737803,1.26481602881441,1.11960722443373,1.09019567502005,1.10461876848476,1.14693329878073,1.22477423361152,1.23185770344852,1.32587892138855
1.39273178789027,1.63868167040199,1.55197551820246,1.39578570594108,1.3244655766636,1.98449946382004,1.11166231330448,1.31367787668045,1.56666029759335,1.10985637798794,1.41458902719321,1.59159909551954,1.24010642583888,1.33665817746466,1.25907776146427,1.09699314874396,1.21531811672983,1.07756159006195,1.20004040412257,1.50489226692671,1.16600810934893,1.14103276234084,1.46436149781736,1.24851947175096,1.1117236655766,1.19649696923673,1.31120057817455,1.50320284202098,1.41093581805514,1.25087255613282,1.11296805112047,1.05295867542444,1.09894244803592,1.16804811320514,1.13670862798751,1.05811539363288,1.2310390254919,1.83377668032524,1.10389949851658,1.10510985791185,1.17010751313892,1.03719616648289,1.25891878640509,1.17207378326403
1.2051156774416,1.15444641887308,1.05685184607858,1.1322780151065,1.12485987570198,1.2598149206026,1.14988317623043,1.27551629215219,1.41768944357789,1.18074732751801,1.13500793554946,1.07586540648571,1.10472953372346,1.0663289593569,1.14040861004828,1.12121864746165,1.18023674888353,1.3090789744334,1.3574213522481,1.39208617450982,1.07474915188107,1.28614094962277,1.11196144147486,1.49096785254185,1.30911332840009,1.34808664228886,1.26759215516871,1.18002181953597,1.11348647048516,1.26496035332939,1.51886060817339,1.20273513874345,1.11480390344777,1.3279854900375,1.28876048172461,1.25583840648908,1.44268672837404,1.08947331577264,1.11250954516837,1.19423770091951,1.05911595350445,1.25942610574224,1.10457165789885,1.24346144078571
