Row,Km1_CO2,Km2_HCO3,Km2_PEP,Km6_CO2,Km6_O2,Km6_RuBP,Km7_PGA,Km10_DHAP,Km10_GAP,Km12_DHAP,Km12_E4P,Km14_GAP,Km15_GAP,Ki18_Pi,Km18_ATP,Km18_Ru5P,Km33_NADP,Ki57,Vm2y22,Vm3y22,Vm4y22,Vm5y22,Vm6y22,Vm7_8y22,Vm12y22,Jmaxy22,Vm33y22,Vm35Mc_OAAy22,KaRac,tao_ActRubisco,Perm_CO2,gm,BBslope,MRd,Vm2y23,Vm3y23,Vm4y23,Vm5y23,Vm6y23,Vm7_8y23,Vm12y23,Jmaxy23,Vm33y23,Vm35Mc_OAAy23
SSA_00001,3.22982152900922,0.00939800755226771,0.113701059062094,0.00631343692901885,0.446182355661721,0.0114643224228829,2.97719233093668,0.296078114489481,0.0340281622547232,0.475663464684231,0.154428900370126,0.0767171999673807,0.092649691846103,2.43602539059227,1.16390104783505,0.030558666496136,0.120944736713536,0.0607861072679653,0.0816866880159742,0.0889864055501336,0.0269885522027159,0.0447044808729402,0.0574756828095571,0.392390350022769,0.0701741235328613,0.948360062133681,0.322564409017579,0.0801134673230515,17.4923291718381,254.882353120131,0.143583345849709,1.95759728937853,3.44298335185188,1.86372155340484,0.0385520478943939,0.1056000699232,0.0562526889231769,0.127481402332874,0.0561125937704008,0.229757807520897,0.115341293205553,0.284830495942924,0.149725596938274,0.0534073191409068
SSA_00003,3.59343414962972,0.0185194854323352,0.421890350010265,0.0317991441435467,0.163444814160907,0.0137286076125791,1.19736730648271,0.315359560272888,0.0443586993618594,0.713897784398914,0.21604029847438,0.0909035106260432,0.0402273312738972,12.6739437229329,0.694317950158567,0.05483855259651,0.0107356442439383,0.122569505045828,0.0959093577975583,0.0400583061647653,0.0277490129497385,0.0418658937210317,0.217790645841312,0.527810880789531,0.0569361696601953,1.23987392702088,0.0668277664571767,0.020130450092394,3.23672627427647,153.608888541507,0.129424469917288,5.27268044794616,1.57395771767065,2.61085668137524,0.295047868657733,0.0521996104951148,0.114566117581842,0.0548615439665908,0.0551099085397656,0.230545585294379,0.193367653108911,0.178180954581272,0.316306894005415,0.0789118481790836
SSA_00004,4.77167643732257,0.016586855410449,0.0586008584470737,0.00354746105980994,0.344003172092652,0.0303551061778895,6.05915766165859,0.470528732132801,0.0232011273965971,0.465383012799716,0.115922823651716,0.163571555508017,0.0983369425343813,1.1667421893726,0.999681166971932,0.0440424713965236,0.0201543731297352,0.115855828509343,0.0516679600216257,0.107631854974515,0.081538231883945,0.16886999393043,0.0577056223528949,0.494497134219777,0.158630107648811,0.471720434932673,0.087734316108689,0.0436968600371789,5.48402562664401,524.800747633101,0.221629572541542,0.791495666748794,3.09499073811589,1.78427277309657,0.123641730002063,0.0527851660373143,0.0517157186191248,0.0696476429109837,0.0755159065667278,0.600728115937057,0.0881933833536314,0.571793724287711,0.142995257314532,0.172694248899117
SSA_00005,8.44420291583003,0.0297124845184129,0.24204528387702,0.00239977823965208,0.100282995537143,0.0118741201799996,3.86430930610947,0.348370179977392,0.0797042529808643,1.26731443905158,0.125546625921188,0.0353770576837831,0.0932126776187739,2.46985656712637,0.743474806229475,0.0295992945015004,0.0310506214495217,0.223683338741454,0.0883118977152534,0.0886448001286383,0.045827936160153,0.0325007875001943,0.19001873248501,0.324241602595731,0.163875921938083,0.425439859166353,0.13781835934142,0.0678798154896711,23.9416663969908,498.915992637549,0.0229680966744767,2.82751362916715,2.56020135862937,0.933799516577052,0.0915147045436119,0.0549763796481976,0.0308147530253323,0.0654901497289369,0.0835714975795209,0.205684768156026,0.0659615432879699,1.21633555769044,0.0980543878559428,0.0650856046936878
SSA_00006,1.23465174385761,0.0468992801491066,0.418462884550607,0.0320761391980685,0.201884215292873,0.0199386506144623,1.92259135543552,0.274401746570722,0.0635694707952792,0.152278942752633,0.298004386601695,0.450511233132718,0.134031318892733,2.20387001472024,0.20642165228271,0.0300880673051514,0.0169367789981219,0.23613227064485,0.177147710551719,0.0430484308941589,0.0221161166837732,0.0249285116611509,0.0756452221291842,0.586968626626914,0.0627098060070349,0.109154375968725,0.214597688679503,0.0522607990157412,28.4816169507415,132.505789678675,0.120009078025316,1.76803621115048,1.71727308262304,2.20451694710775,0.192773349374472,0.0145101359816473,0.0614050497402352,0.181514468512863,0.0584269341260293,1.1380543336944,0.17636588159617,0.261511403933838,0.0982709537120573,0.0314127299970653
SSA_00007,2.24953709475853,0.0136120629141298,0.130844060119963,0.0304554558683523,0.175184211464175,0.00633575738699509,1.77993820659562,0.759142558289226,0.0618331760895334,0.648472202795277,0.273046127889549,0.105694604987334,0.0207102867499665,16.032963940142,0.336766240304566,0.122911474419575,0.0210505393726618,0.263063319388798,0.131181551209645,0.0190706344562974,0.101662415145322,0.0286689365922651,0.229423006458854,0.152660631675952,0.274404707669258,0.323508146276599,0.0775822578877111,0.027476163827632,5.19987994574609,40.2310565870253,0.278685238943435,5.02119655340505,1.65234237623095,3.66037730785045,0.256145287037534,0.211340586180779,0.128140265115622,0.235070747274509,0.0811773911564227,0.207016018154242,0.142302186976969,0.186533435767159,0.326129012402222,0.0988111286575746
SSA_00008,3.30563708221231,0.0637524192781715,0.0567222323084549,0.00320843904805603,0.101890092367002,0.0138424514415149,6.13597867580127,0.451815155433123,0.0292013487225347,0.378464643230125,0.185649683584953,0.128606297471374,0.172503014964031,7.9519630866173,0.270519925980518,0.0374868163297533,0.0320893411647295,0.232496276665879,0.139781957762511,0.0519918617740736,0.064804083137475,0.0768888029116458,0.0520166406901712,1.47812759602839,0.0542470887030665,0.869257996643799,0.111181109078009,0.173900098798956,13.1453705341546,157.473892025836,0.104020694525881,0.986449408657375,3.04800940496188,0.968525254567463,0.162786508708618,0.184890502989199,0.0598598611496969,0.0565846294471884,0.0929747974864689,0.267634840668175,0.0554872729306769,0.150791664801507,0.119749721658505,0.118844213048274
SSA_00009,2.18151964649696,0.0151079672383725,0.0774606206479245,0.014410682498523,0.296973708161633,0.0205847096332822,2.69007019012608,0.773000970228288,0.0112907369451656,0.512729460378581,0.0924082888145051,0.0427107381685487,0.049308301371895,2.27873654154376,0.469331685401667,0.041012210305184,0.0704664927403906,0.222583498323313,0.0439452529333899,0.0383337083330021,0.0416799262149526,0.047870938306781,0.0456676303453257,0.297564378791104,0.0792000816245464,0.835472386071857,0.349806562023678,0.187431759322422,6.51536810462966,270.043191059242,0.0424078495621322,1.06193697262467,2.45371436228975,1.47448133577043,0.0423669781703356,0.0372299199395819,0.331719656728714,0.0346102196796511,0.0348165586772953,0.863527542355497,0.0869040851425575,1.32721739467582,0.441661487163586,0.096256217015872
SSA_00010,8.39357990510367,0.0214089020027155,0.0544052705229546,0.0118921199663012,0.360371461949012,0.00751514088273292,3.49529242911778,0.856513286465206,0.0637653023186931,0.189798864268609,0.253545568334706,0.501003823349782,0.44953718022854,8.30328085896608,1.83797310459745,0.0162772600512423,0.0612387573075569,0.109614895185214,0.0607173088870742,0.0600696621916061,0.178332172112915,0.127852645302581,0.150526913766472,1.53219221551359,0.0176154008238996,0.474116849333778,0.286022766928414,0.0663563064588237,16.7880959308255,233.876428568581,0.0312920715003043,1.31105272090384,2.7497619109751,2.16353704837991,0.251022274444804,0.0909556284736136,0.0348151182798899,0.170826213355337,0.033561104821884,0.260407195550284,0.0224807742898696,0.540800180158362,0.176054917801001,0.121942982224399
SSA_00013,1.80427878108772,0.0312788061932471,0.233405875623962,0.00663291558758693,0.220540016270368,0.0306429101157006,5.10145328499516,1.28815413240018,0.0171481867650177,0.140104478680787,0.526704469971395,0.0335287854972598,0.0747586625717784,10.0179635670476,0.287857727329133,0.039335566683946,0.0546984042037819,0.0941890343258144,0.105131107423013,0.1197571393053,0.0609979328549091,0.135508694733379,0.0429198235553678,1.15590689523146,0.0875803397024743,0.983841741114479,0.284859499018381,0.0924317522894791,7.15761761552914,242.650596409208,0.127585495993428,5.2598606343284,2.95264650218194,1.1830764486703,0.162847656525953,0.117277807313997,0.0520314347745694,0.0403435979890845,0.029463653890533,0.384771566317261,0.0994464924328939,0.415960277456251,0.146878359755733,0.181726248283899
