Row,Km1_CO2,Km2_HCO3,Km2_PEP,Km6_CO2,Km6_O2,Km6_RuBP,Km7_PGA,Km10_DHAP,Km10_GAP,Km12_DHAP,Km12_E4P,Km14_GAP,Km15_GAP,Ki18_Pi,Km18_ATP,Km18_Ru5P,Km33_NADP,Ki57,Vm2y22,Vm3y22,Vm4y22,Vm5y22,Vm6y22,Vm7_8y22,Vm12y22,Jmaxy22,Vm33y22,Vm35Mc_OAAy22,KaRac,tao_ActRubisco,Perm_CO2,gm,BBslope,MRd,Vm2y23,Vm3y23,Vm4y23,Vm5y23,Vm6y23,Vm7_8y23,Vm12y23,Jmaxy23,Vm33y23,Vm35Mc_OAAy23
SSA_00018,3.32267617843306,0.0191007050965941,0.166123554370942,0.0137976308111613,0.114473907705955,0.00228038289743966,5.68928754783567,1.19544059934932,0.086179054260131,0.329920247845209,0.304635771785581,0.150240719315329,0.0201980197276493,11.1890766392139,1.51444540047385,0.0737065893374063,0.0313345826732742,0.0831357023571762,0.0817560020859081,0.0340803118526038,0.0708298289392404,0.0628653185052808,0.34058674293768,0.310963157929685,0.0381811031504015,0.665531852332739,0.108065421713541,0.350909797517457,5.57752255770454,213.958803199166,0.0847862514159075,0.516331580100053,2.75681199292377,2.6163381116058,0.0799422587569675,0.0873989158350857,0.0985941235081874,0.0499896010335489,0.0528851343634543,0.296322214748721,0.171921014579767,0.201239974415697,0.288056382397462,0.0540035290683393
SSA_00024,5.37093741967565,0.0279259416695997,0.0338838187666492,0.0146443036376389,0.21800695051268,0.0362035711151341,8.62270905678086,1.51982394447127,0.0326313071048825,0.464795513631084,0.255859695590133,0.067295144527392,0.0332909766356958,5.23446765760459,1.24845610134797,0.0196061329529732,0.0522316089963564,0.183620610085861,0.0483861880264818,0.0699645429092064,0.0908989073379104,0.200471317000633,0.039646567320824,1.55053590136609,0.103662008435513,0.68171597903802,0.526795632868617,0.170829069843847,6.32275108113373,280.531182718412,0.0512097287179505,2.92196276612676,2.19503510312186,1.5951366334582,0.0314849931274709,0.0815522850480831,0.219579749209244,0.108010791785979,0.0626032685420867,1.7677767174178,0.0865759160125531,1.50097709861376,0.554458246138054,0.0676300480212127
SSA_00033,2.29618639174543,0.0255459659120286,0.121375916847326,0.0133620592927699,0.275246334653231,0.024997967455636,5.15808535045664,0.704525041617884,0.0272005949562338,0.623887652927403,0.090298989785466,0.250862472617852,0.124285215357686,7.05217337852267,0.44030326516906,0.0219246487375649,0.0372665543328386,0.178808703624586,0.0526634995345601,0.086376049056463,0.0579057996882341,0.0803035704009843,0.0456793929017585,0.501437660611538,0.0658059685865537,0.406711881171853,0.189257273266392,0.0376475225810968,22.8403547804962,98.978419770025,0.110084135999352,4.69797456368859,2.7634647073542,2.50738808508407,0.0863033664164098,0.0968581896771737,0.0633082981586881,0.0351755608974818,0.0457993892872912,0.18547798351334,0.0772480711034668,0.425029427020919,0.10792147264615,0.0698892471967006
SSA_00041,1.0502961802169,0.0203861406200583,0.105982847727895,0.0219541200972615,0.347501854159588,0.00929669089891663,2.78496156063658,1.22212134247752,0.0105697782725091,0.25633001928825,0.120775587805685,0.171626047445328,0.014659179663268,2.24374776267758,0.811046405973759,0.0906140279345182,0.0278083351029944,0.058684425058919,0.0460775054075834,0.0533168850865262,0.102584391024587,0.114820681708704,0.12625477684888,0.392152411426375,0.0535638941227533,1.32544905136907,0.13943985424514,0.344669636978644,3.81633596439996,369.152321053335,0.0250587509602792,0.423446438772319,4.25493168005558,0.871082220156694,0.0990875269404221,0.101360878700603,0.145353694429627,0.051817227465285,0.0318421197362759,0.293645507286733,0.0570542724361265,0.594368428389835,0.144159237164385,0.0903032275767878
SSA_00050,2.70438591407704,0.0123202501342536,0.0945436415286358,0.0124664501169792,0.211119005640674,0.0186703864421938,3.99836624553692,0.726471574781993,0.0619340851042952,0.688303666083434,0.121242629200193,0.135891373253532,0.0558502670995456,2.55537105511371,0.666388432936936,0.0461473115611214,0.0460188692126266,0.20841194423384,0.113834145100897,0.0311793543187143,0.0571027783287664,0.114787662639436,0.0514959694273531,0.620596362104822,0.0677481889789918,0.315268788434705,0.239261064060783,0.104595397791732,6.47404808068258,300.594109654543,0.0415699047385902,2.00606431764964,2.55275497769795,1.43861554855195,0.040190920409285,0.0490887515075486,0.0818962094422494,0.0338272312630849,0.0381580228443,0.408993748341989,0.102394463596841,0.522181897562951,0.203579733883836,0.0443041576102821
SSA_00062,3.16078568249176,0.0271234515521028,0.0681392555362304,0.0121832958978841,0.391913266113136,0.0175677595496662,3.09509935089806,0.418479691726358,0.0692302487988799,0.417533441786033,0.230994406501914,0.0543545068042353,0.052806795787581,6.44577657572748,0.408583084628907,0.0312240750090929,0.0501947924483138,0.207123138680573,0.061499165168794,0.0829567252874995,0.106584070936283,0.0632228834232656,0.0651264660023496,0.173974854793036,0.190112665719964,0.244381016051997,0.144694732256427,0.0511384941968682,31.296997799045,165.859139016401,0.1013376245227,1.78669715233139,2.8928615143338,3.02201167326384,0.133712416875206,0.150751569494951,0.0377138160909498,0.0543142054046017,0.110876203212654,0.12277770841535,0.0485006441536894,0.5644713890247,0.0572194073778318,0.045429374732181
SSA_00067,6.76259190940804,0.0136669112965585,0.0984210739622223,0.00361339607323112,0.0991033810209034,0.0203523778787435,11.1879389833385,0.175908687521426,0.0209657463117838,0.25915492213609,0.180474871024575,0.136614138854167,0.045943341098422,18.2007495320679,2.21588266282991,0.021277961713522,0.106297759781885,0.176647884366308,0.0678632091790547,0.101027577376134,0.0657956324208381,0.0897722550038598,0.238535885658462,0.799462054083138,0.0403078267547003,1.74778061963395,0.289842521568572,0.33559727152326,3.24827527759091,297.069940063429,0.0907421723856718,0.454507213897262,3.48577659521848,0.963746195102222,0.0816332610163135,0.128505914540023,0.227559974943834,0.0859700162343804,0.0462681653577896,0.184742851879724,0.170494440752812,0.210165566782449,0.154041641764104,0.0217344680298127
SSA_00068,4.25537383848905,0.0135108733108812,0.118600024534536,0.00601192971395084,0.231507475162726,0.00673827566326268,7.11184857851707,1.0815806768166,0.0170536404850663,0.206604740652696,0.272473490899936,0.0883217112321508,0.0261463094522529,4.05888491788914,0.693600799788486,0.043989516110835,0.101277677640658,0.0594666054152121,0.0408548328536492,0.0578932581238497,0.0721991223563559,0.0407713551722257,0.150637375288065,0.231589891653853,0.0559460104193265,0.756169409034976,0.207075009959471,0.150786411661804,3.92388569577543,394.887318874833,0.0404991176645214,1.74412195484185,4.03116286274426,1.64061147902848,0.0374705381257847,0.0928104804627258,0.161235776204098,0.0291770216729153,0.0372310253979409,0.49206733870545,0.151327568205982,0.514984476841827,0.214985604154204,0.082892076929351
SSA_00070,2.01999694915622,0.0209779059728555,0.032976232298034,0.00859723300734642,0.214611786020582,0.0154568010861378,1.76576348567078,0.41304406547931,0.0583723412198001,0.371992682762695,0.0518463555857517,0.0374938808454455,0.140052034972736,1.76708228930159,3.13007024081125,0.0449325569961906,0.0845657542150936,0.126731849150305,0.084808704921458,0.175690854762917,0.0985741157249985,0.0288692990717765,0.0422269896319204,0.605391774641082,0.157565291058978,0.913028585074626,0.202408958225077,0.0381995678686723,3.39776596303697,131.023021707546,0.186689143224444,1.04785239155448,3.62487396671527,0.869908143659819,0.0470552516745054,0.0985293910804682,0.0572848841383012,0.0333023488813156,0.0423277897010889,0.117908110257786,0.117339854964386,0.548455854283621,0.0774853042118404,0.0920151753793118
SSA_00075,4.88147165035297,0.0135432938156617,0.205410488191898,0.0122287615998902,0.140605746641675,0.0265530949248326,4.57281303639384,0.254406679112027,0.0522070295851856,0.0965820451863859,0.17729031741252,0.035079221850133,0.0652812082484815,4.8067080951084,0.599615540150142,0.0692165955931026,0.0212918420324534,0.166316052303885,0.328518632353641,0.162911019081645,0.070102279784173,0.0934295696730623,0.0553868859210494,0.668287743849324,0.0556823379853925,0.458010199053662,0.251953418648999,0.0578280965886016,3.83237734747924,356.909271239218,0.120189516166331,3.39893210819698,2.20826913598152,2.2439094769326,0.126964078124162,0.0344888122692177,0.0495386432812958,0.0463508512030471,0.0332786660502257,0.351742451621397,0.141741301235494,0.538258440843209,0.108340180548755,0.0833922739947031
SSA_00079,6.40639594873088,0.0199369885528527,0.150627546844502,0.0112571681093572,0.0523421890050255,0.0286718280948713,1.99873670928898,1.23106792477709,0.064603037683098,0.121268684797181,0.187030517169753,0.0764500476287453,0.0471557514468591,10.8505849441354,0.295930322640264,0.0252043907761727,0.0305231553537736,0.139602142554738,0.122382020633898,0.337192497170706,0.0709911075296213,0.0405358469418608,0.113110566475367,0.444030180060857,0.168999043145252,0.566931865749754,0.169139783784333,0.0410991566098416,17.8994858780491,250.861486994222,0.0617156735279406,1.23716749940186,2.85714029538307,1.8111029699683,0.100251717519918,0.0993807699770165,0.0411054652662592,0.08630042640091,0.0679978571446353,0.52380168357395,0.0197986575735602,0.372731072940057,0.0597134272089702,0.100507063465224
SSA_00080,3.07621120177516,0.019130159461215,0.0716358651131089,0.0165425811714244,0.0752517829077692,0.0117611329185952,0.904425578222776,0.762408952755582,0.0906044986084458,0.386278868988879,0.0677475611101533,0.11486254833848,0.105991718700205,16.0400876717798,0.250071469589658,0.0564668945483913,0.0218140858158498,0.205983588594437,0.0779918853960471,0.0353567364591324,0.0828774452624443,0.0393309218314676,0.113782265351482,0.759263267603417,0.0686860197850772,1.12899761640447,0.083446206847395,0.0703283406143336,12.4437976708613,371.138988876861,0.162448183181526,1.05418849054841,3.53368150796917,2.23256825945259,0.160273540268161,0.109216340356648,0.066601752425854,0.0227854097527164,0.0665022984906167,0.2317507801216,0.360795003297553,0.190925937483225,0.209468020797502,0.125071905976604
SSA_00091,6.50441275126982,0.00750801476211616,0.0663463383108113,0.0125323843182617,0.817543168012748,0.0278638634167884,3.30409160712152,0.860393875721367,0.00572063924435816,0.584407155621774,0.53064098311621,0.258959945226955,0.0205520040435515,36.4600965047566,0.321988766524191,0.00707625297878209,0.0428148511378245,0.0469594571745447,0.291495282088093,0.0449619891472568,0.0513820772394858,0.416224139154103,0.0347715911475661,0.793274852791556,0.245999226591595,0.325733494217465,0.140854635019559,0.210505379882464,1.55946048605408,230.691271660733,0.0750284957265408,0.609355525231837,4.38032622852905,1.60071871935316,0.146201251544371,0.412246860710663,0.0271271589005846,0.0960975099885134,0.0971239195559755,0.167478840741323,0.136078058708587,0.524505505352454,0.300594484493079,0.0488010548853072
SSA_00096,3.5080149431637,0.0292784727306302,0.0458928354019312,0.00978427995189807,0.225752961926963,0.0344760166183723,5.18340666877657,0.796825372224708,0.0103670193513425,0.185148208241873,0.133343106661699,0.0586269667389471,0.0232501653139016,0.707877153447588,0.130714460741188,0.0537086696821612,0.0383619690311754,0.278304167395429,0.0541800052729033,0.0814042337405609,0.0494452712616559,0.057188516243654,0.0709917590272954,0.298347054296745,0.159271968010116,0.674477635732088,0.129508327290496,0.070172263212889,7.65404980071103,487.254292718025,0.0754393839085213,2.59427517322997,3.28553991589415,1.29803798283673,0.0623936506974792,0.0389354257589352,0.132900396670413,0.0357151534732579,0.0441530024974585,1.29908122783047,0.117227522190658,0.86761789161731,0.171695274360922,0.129003255779968
SSA_00097,2.20811650263329,0.0293951001441491,0.0908127128261204,0.00910574488863052,0.209795520396062,0.0125003266750849,4.98916152517149,0.158264234186647,0.0626614461924093,0.201800748507106,0.18501863597322,0.104241103354831,0.354063595010786,5.71520163716687,2.43013828346932,0.0299415121925797,0.0351535984937503,0.390111455662504,0.428605877940131,0.0866488049860878,0.198521882750724,0.0540862427097348,0.131999490571934,0.400135908343389,0.0381557582430277,1.13807576964683,0.519826421723403,0.0854571916844905,76.6999803631186,315.192737591078,0.185175671467738,0.354018022175211,3.07963394315186,0.643019112173217,0.0534372334883518,0.140031999067898,0.025787723893016,0.0926453492222412,0.127729635602204,0.638752117191392,0.0333036572377442,1.13928401371291,0.133481527243811,0.0476276362291873
SSA_00105,1.64396944384979,0.0163733467852365,0.122203021918442,0.00850525139669136,0.119467992753404,0.00987169976918097,9.35320396321596,1.2501677210758,0.037560636715302,0.564898122172923,0.0849809051758472,0.0803081351433589,0.0429976705112317,2.91715450131419,0.769094293263764,0.0574647649897219,0.0815827175825464,0.0942023350853545,0.0423871201530846,0.0500547216501024,0.0662128256512644,0.0796837368892621,0.0710504589920671,0.211656123515696,0.0976226552973721,0.694483486650216,0.230506896325219,0.0785411886504493,3.46604392784606,564.171456249875,0.0211916098122732,0.694860883146353,3.68805976169278,3.014830684385,0.0755880403673275,0.0897885677198956,0.068298248276113,0.0412458949758153,0.0263112340340156,0.54788480976142,0.067657065450238,0.464081226498226,0.146994666313467,0.042509055228791
SSA_00108,2.57853139952726,0.0359818752472581,0.0874033454248959,0.0322627997112616,0.185817858848004,0.00985653698043827,1.64518151538822,0.38871915150031,0.0542855308909334,0.566242862978311,0.182834884231203,0.22974417947986,0.0938342106513961,4.72406285432825,0.328586866594579,0.0291347613551115,0.0435728614801386,0.124549888534363,0.0734368077454978,0.0674661626184392,0.07884074525009,0.0823398247959215,0.0500402744389593,0.40298321772875,0.0834297656662466,0.375144919185515,0.773645539228486,0.0324145746678154,22.5399370759288,80.504638081033,0.0897939285053028,5.81091096347325,3.68764620386229,2.31096885390987,0.186774313455071,0.0888380229394901,0.0207195205449176,0.0862549240250113,0.0467320552402864,0.305256905200932,0.0579773119562111,0.216608192347031,0.263433903183142,0.0832489511741262
SSA_00110,0.985111725814396,0.036064429971699,0.0840769060470957,0.00640707414312783,0.0967007549475747,0.0152213549431245,6.68901569822727,0.577911942902044,0.0148563928501005,0.188721532898188,0.234609479741858,0.0306472767822554,0.0251245655695844,10.6340770464851,0.340639892769534,0.0435365318597563,0.0331538152527509,0.0831759821890043,0.0502000356187859,0.0505578433078809,0.101358545968503,0.0483502206193484,0.051707219682008,0.333798658940472,0.143965842516215,0.641170062122208,0.165909526979627,0.15902306040788,2.1119972974459,127.491430915719,0.17695081762061,3.36955946004985,4.73726114228603,2.23189594535403,0.0799245096767329,0.0755716052837919,0.0316465068018379,0.0339644118253987,0.0380534444688026,0.77953991892743,0.0585625432958321,0.274970929131379,0.387165051615275,0.105965931866825
SSA_00113,1.15737658246822,0.0137179392627648,0.261561233389425,0.0171204715927741,0.544555450985692,0.0101225876498779,7.71441700730639,0.11494361389704,0.0614709332816677,0.371065085174494,0.110609015620967,0.0829227932079288,0.067223887787122,2.08334059154659,0.475434458634534,0.0418021417589667,0.0551149141206828,0.130521023547348,0.0613148213829278,0.177392733297625,0.0710295521450405,0.0258469397069143,0.0693853154528477,1.2284455463659,0.265890184321187,0.246365650540659,0.270276107134357,0.0683775964130047,11.7470851257454,1185.11319279917,0.592713988162007,2.81965414192548,2.84945514757412,2.03410042619765,0.0597080530591398,0.224135052113854,0.161540539794364,0.0280440087627328,0.24109633938781,0.309475645407563,0.142121265840903,2.31696288357369,0.144619929856457,0.0165418270293689
SSA_00119,3.49913432989054,0.0127928684610335,0.072775927582054,0.0171650824463439,0.288039746684396,0.012552148288458,3.35351749894108,0.854675441910895,0.0205148494993154,0.429550543150991,0.1429429050568,0.119496045233991,0.0327107986504026,3.10723053467731,0.932869824067531,0.0523477598302588,0.0504934119326999,0.087063025681227,0.0557357819173136,0.0434152053537547,0.0613019027005809,0.0910469922062027,0.106308166614681,0.366034980488023,0.0372524662937357,1.18101955305895,0.100363916973342,0.218127953736611,6.67011205270729,311.452749026486,0.0562990715697715,1.32461572914316,2.55650005281436,0.990701885184107,0.0989593880446128,0.0891961310846346,0.108635296543495,0.0274996844110867,0.0355055784130325,0.366486951129665,0.0640103310539225,0.491398847161327,0.242052275491611,0.121405064124819
SSA_00121,2.32543988057041,0.0427622868327844,0.164569265651008,0.0142069259401458,0.13782271650885,0.03087696772355,3.62728039275433,0.351945670425546,0.0400632046861093,0.255099443173564,0.397902286910499,0.0728941211877645,0.0676330688887122,3.5522000590674,0.412547475988498,0.0272555515762745,0.0533746565591698,0.0905462280117067,0.0541241471575192,0.0761125066319611,0.0613313528604784,0.0686481508498896,0.0685937816350848,0.900610042639342,0.0825428167053161,0.534686328447397,0.139810804666226,0.0413193207539097,7.17831545366351,238.016283970999,0.0964293700293571,4.34275782583685,1.83180267926133,1.53943364411786,0.0803066677355464,0.041097081904084,0.0326342720051556,0.0455030624948561,0.04323591768665,0.366188289301703,0.106072617370612,0.386935411468545,0.149230944592402,0.0601206629849043
SSA_00123,2.09106088860355,0.0164974215660844,0.0317696962181005,0.0117500177474416,0.192166531025005,0.0258379814201088,2.08205521197903,0.422786045909868,0.152488406705179,0.349451067152768,0.101511709525893,0.104547383420196,0.124932741734159,4.18682754956462,0.333326581120735,0.0754565718740668,0.0699858709347363,0.449630119935119,0.0416219172170528,0.0682293218319927,0.0945516835018941,0.0279905368738586,0.186566769111796,0.423239289274648,0.227704176959649,0.513783978596005,0.061972039146351,0.0391038572595063,15.7208779843908,207.674469542248,0.076069769934825,3.09194715907045,2.4023683804075,2.20254870485921,0.0613292738205598,0.0939763078283603,0.097514867360473,0.0410715894505388,0.0343557163767963,0.300844995431812,0.156639001837891,0.389066303118759,0.076770230612406,0.0624811539936234
SSA_00126,5.68761217552629,0.0079747313472386,0.12416726721087,0.0280198367586906,0.150239588459588,0.0161557625521673,1.49969378590144,0.506928168898532,0.0147826159473775,0.428711134914823,0.107428294642607,0.0490341118910824,0.0585860218249776,2.88081583337933,0.643338688505568,0.0172708301724293,0.0400656779245517,0.0954351642634487,0.0512664688324359,0.0550682330575994,0.0417522699799399,0.0558329741152008,0.0773960494731105,0.581570058864191,0.0826559828640803,0.58007436682276,0.140181694913383,0.210532654332178,4.05087928052122,288.384100609512,0.0698040852237961,0.764813437194494,3.60884623156148,1.49744657387592,0.0420556114021093,0.127079682644844,0.0872171852387278,0.06779803524371,0.0318838575742756,0.26859965533912,0.105452818211088,0.235687673404986,0.152913376893528,0.0471363364374946
SSA_00128,1.99051153350565,0.0135617289321115,0.03289288135688,0.0112744948400299,0.305490764684917,0.0160601405828083,3.39717737552574,0.899235598773857,0.0304108644944224,0.354773987399053,0.0595756531917209,0.084652367048402,0.0873115567559075,2.45604786054723,1.4393910689783,0.052712909662741,0.0471289200742369,0.202796014981461,0.0344323566750775,0.0391747562332281,0.0380459552261847,0.100904655862077,0.0495981010779756,0.441285340600189,0.0604030483975944,0.43564928668154,0.0868737442224867,0.109049825593219,6.37343035280042,173.404137394904,0.0617370182199586,1.49580865381366,2.70480211086178,1.3128120106524,0.0192050567434649,0.0540530846609603,0.100409214862247,0.0191674332515457,0.0395015738938938,0.106349941432094,0.0673697099187817,0.229022884300161,0.165734890561807,0.0338969449312352
SSA_00135,2.2202082401709,0.0456537103702973,0.068977033318577,0.00674813099770949,0.141411629588804,0.0327467217066411,3.65607443037157,0.551571532621489,0.0244617092301178,0.401761952063269,0.213902504766953,0.0951895838092539,0.0873280262305675,3.78568412671903,1.61031918832947,0.0164199235608687,0.0102812352883476,0.107170137955967,0.066749153740768,0.0891677879097281,0.0317042198657262,0.0456777851185657,0.073056170886287,0.547749663714844,0.143216560646727,0.962078750373811,0.39011735697196,0.10087965893109,13.1082808753629,241.665705465267,0.190102637069215,15.6756191342932,2.92130658940005,2.14835665416068,0.0880105592307878,0.0436428585448822,0.0412866640578723,0.121846845565669,0.0363500987628227,0.574030760492655,0.0490897799560315,0.743865543761024,0.232179829108369,0.0714246047037762
