"","Km1_CO2","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km6_RuBP","Km7_PGA","Km10_DHAP","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Km15_GAP","Ki18_Pi","Km18_ATP","Km18_Ru5P","Km33_NADP","Ki57","Vm2y22","Vm3y22","Vm4y22","Vm5y22","Vm6y22","Vm7_8y22","Vm12y22","Jmaxy22","Vm33y22","Vm35Mc_OAAy22","KaRac","tao_ActRubisco","Perm_CO2","gm","BBslope","MRd"
"SSA_00001",3.22982152900922,0.00939800755226771,0.113701059062094,0.00631343692901885,0.446182355661721,0.0114643224228829,2.97719233093668,0.296078114489481,0.0340281622547232,0.475663464684231,0.154428900370126,0.0767171999673807,0.092649691846103,2.43602539059227,1.16390104783505,0.030558666496136,0.120944736713536,0.0607861072679653,0.0414237922870282,0.0584028274653958,0.0554648244487735,0.091161573196813,0.136167415345336,0.754385431559739,0.114031498473801,1.07248108442508,0.269656405352905,0.094502742501204,17.4923291718381,254.882353120131,0.143583345849709,1.95759728937853,3.44298335185188,1.86372155340484
"SSA_00003",3.59343414962972,0.0185194854323352,0.421890350010265,0.0317991441435467,0.163444814160907,0.0137286076125791,1.19736730648271,0.315359560272888,0.0443586993618594,0.713897784398914,0.21604029847438,0.0909035106260432,0.0402273312738972,12.6739437229329,0.694317950158567,0.05483855259651,0.0107356442439383,0.122569505045828,0.136463224828202,0.0441471236728612,0.0589497364881423,0.0790768194578308,0.137811425877065,0.760153736241408,0.114939019921272,1.07248108442508,0.25811326881489,0.094502742501204,3.23672627427647,153.608888541507,0.129424469917288,5.27268044794616,1.57395771767065,2.61085668137524
"SSA_00004",4.77167643732257,0.016586855410449,0.0586008584470737,0.00354746105980994,0.344003172092652,0.0303551061778895,6.05915766165859,0.470528732132801,0.0232011273965971,0.465383012799716,0.115922823651716,0.163571555508017,0.0983369425343813,1.1667421893726,0.999681166971932,0.0440424713965236,0.0201543731297352,0.115855828509343,0.0607572047107447,0.0536425764933899,0.0584151954973606,0.101784677108592,0.136370019150039,0.774419839426307,0.114890269289546,1.07248108442508,0.238381050639407,0.094502742501204,5.48402562664401,524.800747633101,0.221629572541542,0.791495666748794,3.09499073811589,1.78427277309657
"SSA_00005",8.44420291583003,0.0297124845184129,0.24204528387702,0.00239977823965208,0.100282995537143,0.0118741201799996,3.86430930610947,0.348370179977392,0.0797042529808643,1.26731443905158,0.125546625921188,0.0353770576837831,0.0932126776187739,2.46985656712637,0.743474806229475,0.0295992945015004,0.0310506214495217,0.223683338741454,0.0623429285924247,0.0513026965970161,0.0550755598628308,0.079279170310722,0.137818542931084,0.750479918230893,0.114652338097164,1.07248108442508,0.239046948536894,0.094502742501204,23.9416663969908,498.915992637549,0.0229680966744767,2.82751362916715,2.56020135862937,0.933799516577052
"SSA_00006",1.23465174385761,0.0468992801491066,0.418462884550607,0.0320761391980685,0.201884215292873,0.0199386506144623,1.92259135543552,0.274401746570722,0.0635694707952792,0.152278942752633,0.298004386601695,0.450511233132718,0.134031318892733,2.20387001472024,0.20642165228271,0.0300880673051514,0.0169367789981219,0.23613227064485,0.129078190559789,0.0393130513664478,0.055481337921161,0.0966478852700365,0.136378797131985,0.801091230613669,0.114781742190542,1.07248108442508,0.249015774591867,0.094502742501204,28.4816169507415,132.505789678675,0.120009078025316,1.76803621115048,1.71727308262304,2.20451694710775
"SSA_00007",2.24953709475853,0.0136120629141298,0.130844060119963,0.0304554558683523,0.175184211464175,0.00633575738699509,1.77993820659562,0.759142558289226,0.0618331760895334,0.648472202795277,0.273046127889549,0.105694604987334,0.0207102867499665,16.032963940142,0.336766240304566,0.122911474419575,0.0210505393726618,0.263063319388798,0.135188727343716,0.0633936820363898,0.0641108392767693,0.105824015912902,0.1382004664468,0.743269989021953,0.117269905428506,1.07248108442508,0.260777367253546,0.094502742501204,5.19987994574609,40.2310565870253,0.278685238943435,5.02119655340505,1.65234237623095,3.66037730785045
"SSA_00008",3.30563708221231,0.0637524192781715,0.0567222323084549,0.00320843904805603,0.101890092367002,0.0138424514415149,6.13597867580127,0.451815155433123,0.0292013487225347,0.378464643230125,0.185649683584953,0.128606297471374,0.172503014964031,7.9519630866173,0.270519925980518,0.0374868163297533,0.0320893411647295,0.232496276665879,0.105433140495935,0.0642951968718526,0.0579084501927734,0.0849617312585714,0.136491477803717,0.801969529595227,0.112969997859216,1.07248108442508,0.238407107861594,0.094502742501204,13.1453705341546,157.473892025836,0.104020694525881,0.986449408657375,3.04800940496188,0.968525254567463
"SSA_00009",2.18151964649696,0.0151079672383725,0.0774606206479245,0.014410682498523,0.296973708161633,0.0205847096332822,2.69007019012608,0.773000970228288,0.0112907369451656,0.512729460378581,0.0924082888145051,0.0427107381685487,0.049308301371895,2.27873654154376,0.469331685401667,0.041012210305184,0.0704664927403906,0.222583498323313,0.0295134282833043,0.0418213914135971,0.0725819689079752,0.0767952619634607,0.135825800315165,0.777209236275207,0.11375959603399,1.07248108442508,0.310981080980292,0.094502742501204,6.51536810462966,270.043191059242,0.0424078495621322,1.06193697262467,2.45371436228975,1.47448133577043
"SSA_00010",8.39357990510367,0.0214089020027155,0.0544052705229546,0.0118921199663012,0.360371461949012,0.00751514088273292,3.49529242911778,0.856513286465206,0.0637653023186931,0.189798864268609,0.253545568334706,0.501003823349782,0.44953718022854,8.30328085896608,1.83797310459745,0.0162772600512423,0.0612387573075569,0.109614895185214,0.108652786632629,0.052334185879146,0.0631282974252712,0.111419563505946,0.136894931892997,0.803953035164113,0.111994543272481,1.07248108442508,0.268334193906865,0.094502742501204,16.7880959308255,233.876428568581,0.0312920715003043,1.31105272090384,2.7497619109751,2.16353704837991
"SSA_00013",1.80427878108772,0.0312788061932471,0.233405875623962,0.00663291558758693,0.220540016270368,0.0306429101157006,5.10145328499516,1.28815413240018,0.0171481867650177,0.140104478680787,0.526704469971395,0.0335287854972598,0.0747586625717784,10.0179635670476,0.287857727329133,0.039335566683946,0.0546984042037819,0.0941890343258144,0.0932899518542684,0.0643164535158317,0.0572220982922085,0.0917487527472357,0.135742205658618,0.793284399688993,0.114052669574817,1.07248108442508,0.264406030636294,0.094502742501204,7.15761761552914,242.650596409208,0.127585495993428,5.2598606343284,2.95264650218194,1.1830764486703
