Accession,ACa2022_400,ACa2022_600,ACa2022_800,ACa2022_1000,ACa2022_1250,ACa2022_300,ACa2022_250,ACa2022_200,ACa2022_100,ACa2022_75,ACa2022_25,ACa2023_400,ACa2023_600,ACa2023_800,ACa2023_1000,ACa2023_1250,ACa2023_300,ACa2023_250,ACa2023_200,ACa2023_100,ACa2023_75,ACa2023_25,GsCa2022_400,GsCa2022_600,GsCa2022_800,GsCa2022_1000,GsCa2022_1250,GsCa2022_300,GsCa2022_250,GsCa2022_200,GsCa2022_100,GsCa2022_75,GsCa2022_25,GsCa2023_400,GsCa2023_600,GsCa2023_800,GsCa2023_1000,GsCa2023_1250,GsCa2023_300,GsCa2023_250,GsCa2023_200,GsCa2023_100,GsCa2023_75,GsCa2023_25,AQ2022_1800,AQ2022_1100,AQ2022_500,AQ2022_300,AQ2022_150,AQ2022_50,AQ2023_1800,AQ2023_1100,AQ2023_500,AQ2023_300,AQ2023_150,AQ2023_50
SSA_00197,45.8031,46.4056,46.8858,47.2845,47.6678,45.3278,44.771,41.8952,23.856,18.6741,6.17974,42.3243,42.9161,43.4483,43.9408,44.4442,42.1045,41.4781,39.1669,22.5673,17.627,5.83808,0.249315,0.238714,0.221274,0.202221,0.183015,0.261796,0.300549,0.347232,0.402144,0.454252,0.49625,0.233881,0.223527,0.207147,0.189447,0.171712,0.241866,0.277359,0.320175,0.371361,0.420772,0.460193,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00204,41.9822,42.5792,43.1166,43.6133,44.1221,41.7872,41.1651,38.9101,22.4416,17.5316,5.80675,43.2343,43.8463,44.3886,44.8785,45.3684,42.9833,42.3487,39.961,22.9791,17.9402,5.93949,0.23018,0.220321,0.204419,0.187142,0.169778,0.240183,0.275345,0.317808,0.368645,0.417783,0.456971,0.235212,0.225366,0.209177,0.191502,0.173684,0.249043,0.285107,0.328809,0.381015,0.431167,0.471221,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00209,42.8074,43.4056,43.9344,44.4217,44.9166,42.5467,41.9198,39.6413,22.8394,17.8212,5.89911,43.5284,44.1457,44.6881,45.1742,45.6563,43.2778,42.6386,40.1529,23.0532,18.0083,5.96286,0.237566,0.22685,0.210065,0.191976,0.173881,0.247012,0.282542,0.325706,0.377469,0.427409,0.467134,0.236115,0.226333,0.210126,0.192393,0.174496,0.249719,0.286248,0.330343,0.382836,0.433146,0.473432,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00216,41.6255,42.2203,42.7562,43.2531,43.7644,41.4364,40.8225,38.6637,22.3346,17.4451,5.77707,43.0591,43.6732,44.2163,44.7085,45.2025,42.8381,42.199,39.7459,22.8412,17.8475,5.91114,0.228197,0.218454,0.202727,0.185638,0.168459,0.239061,0.273739,0.315765,0.36625,0.415181,0.454108,0.234319,0.224514,0.208399,0.190806,0.173073,0.246028,0.282279,0.325928,0.377896,0.427802,0.467766,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00222,41.0905,41.6656,42.1887,42.6793,43.1893,40.884,40.2837,38.2768,22.1687,17.3134,5.73049,44.4986,45.1136,45.6363,46.0949,46.5359,44.1713,43.5459,40.9324,23.4354,18.3083,6.06006,0.227927,0.217777,0.201847,0.184669,0.167479,0.237268,0.27118,0.312506,0.362441,0.411123,0.449643,0.242744,0.2324,0.215501,0.197078,0.178524,0.255745,0.293086,0.338209,0.391756,0.442862,0.483844,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00227,43.4041,44.019,44.559,45.0456,45.5304,43.147,42.5116,40.0899,23.0391,17.9882,5.95534,43.4967,44.1137,44.6549,45.1408,45.6235,43.2348,42.5996,40.1769,23.086,18.0234,5.96658,0.23645,0.22649,0.21017,0.192364,0.174425,0.249862,0.286114,0.33001,0.382397,0.432674,0.472853,0.236366,0.226505,0.210241,0.192467,0.174542,0.250759,0.287043,0.331022,0.383517,0.433877,0.474118,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00229,40.5647,41.133,41.6487,42.135,42.6431,40.3755,39.7862,37.8354,21.9399,17.1451,5.67491,43.001,43.6018,44.1328,44.6194,45.1113,42.7476,42.116,39.7436,22.8664,17.8519,5.91082,0.225796,0.215651,0.199843,0.182832,0.165829,0.23364,0.267174,0.307995,0.357363,0.405634,0.443801,0.237756,0.227167,0.210438,0.192366,0.174263,0.246814,0.282762,0.326233,0.378169,0.428157,0.468043,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00235,42.8888,43.4921,44.0276,44.5177,45.013,42.6446,42.0134,39.6673,22.8319,17.825,5.90189,42.2343,42.8354,43.3742,43.8704,44.3768,42.0136,41.3914,39.1902,22.6137,17.6517,5.84382,0.235832,0.225555,0.209103,0.191266,0.17336,0.24649,0.282295,0.325637,0.377461,0.42736,0.467167,0.231389,0.221491,0.205498,0.188116,0.170641,0.243769,0.278798,0.321379,0.372535,0.421995,0.461327,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00238,42.9904,43.5963,44.1303,44.6186,45.1115,42.7474,42.1144,39.7283,22.8534,17.845,5.90896,42.3595,42.9529,43.4826,43.9736,44.4757,42.1356,41.5097,39.203,22.5888,17.6416,5.84252,0.236734,0.226356,0.209797,0.191862,0.173867,0.246545,0.282536,0.326024,0.377945,0.427896,0.467784,0.234894,0.224358,0.207823,0.189994,0.172154,0.242231,0.277724,0.320562,0.371793,0.421258,0.4607,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00239,45.5578,46.1692,46.6652,47.0786,47.4713,45.1396,44.5554,41.6754,23.7414,18.5889,6.15265,45.0443,45.6496,46.1541,46.588,47.0028,44.6555,44.0525,41.3473,23.6272,18.4656,6.1113,0.246635,0.236389,0.219299,0.200562,0.181634,0.2598,0.298468,0.34491,0.399525,0.451386,0.493207,0.24698,0.23621,0.218832,0.199946,0.180963,0.258553,0.296427,0.34217,0.396299,0.447841,0.489231,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00240,44.9446,45.555,46.0637,46.5027,46.9221,44.5744,43.9653,41.2616,23.5824,18.4321,6.10064,42.3027,42.903,43.4421,43.9383,44.4439,42.0798,41.4563,39.2364,22.6334,17.6679,5.8494,0.246038,0.235384,0.218123,0.199346,0.180459,0.257775,0.295606,0.341255,0.39527,0.446718,0.48804,0.231657,0.22176,0.205752,0.188348,0.170849,0.243976,0.279099,0.321765,0.372988,0.422484,0.461866,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00241,42.5236,43.1139,43.6447,44.1352,44.6352,42.2694,41.6453,39.4165,22.7308,17.7377,5.87149,43.2081,43.8199,44.3624,44.8527,45.3433,42.9605,42.3254,39.9318,22.9613,17.9279,5.93569,0.235462,0.224943,0.208383,0.190514,0.172624,0.245487,0.280726,0.323572,0.375028,0.424753,0.464271,0.23506,0.225223,0.209049,0.191388,0.173585,0.248672,0.284751,0.328438,0.380611,0.430731,0.470769,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00254,43.5149,44.127,44.6618,45.1443,45.6247,43.2421,42.6087,40.1885,23.094,18.0269,5.96755,43.9638,44.5762,45.1065,45.58,46.0441,43.6848,43.047,40.4553,23.1859,18.119,5.99956,0.238299,0.228043,0.211457,0.193425,0.175295,0.25079,0.287078,0.331064,0.383577,0.433974,0.474223,0.240517,0.230179,0.213418,0.195183,0.176841,0.251253,0.288326,0.332939,0.385868,0.436491,0.477101,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00262,43.1811,43.7867,44.3192,44.8047,45.2931,42.9304,42.2957,39.8645,22.9143,17.8948,5.92564,44.5591,45.1678,45.6833,46.1368,46.5738,44.222,43.5999,40.9528,23.4368,18.3123,6.06178,0.237955,0.227481,0.210801,0.192743,0.174629,0.247299,0.283523,0.327236,0.37935,0.429428,0.469456,0.244847,0.234108,0.216876,0.198181,0.179406,0.255399,0.29289,0.338108,0.391703,0.442845,0.483878,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00271,45.6656,46.276,46.7693,47.1778,47.5662,45.2348,44.657,41.7519,23.7726,18.6184,6.16232,42.5075,43.099,43.6324,44.1244,44.6255,42.2597,41.6349,39.3956,22.7157,17.7283,5.86884,0.246687,0.236523,0.219471,0.200748,0.181818,0.26026,0.299054,0.345628,0.400352,0.452292,0.4942,0.234535,0.224198,0.20779,0.190041,0.172249,0.245183,0.280454,0.323306,0.37474,0.424422,0.463935,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00275,42.8242,43.4262,43.9608,44.4509,44.9471,42.5823,41.9516,39.6104,22.8024,17.8025,5.89461,44.4611,45.0788,45.605,46.0664,46.5097,44.1444,43.5159,40.8925,23.4104,18.2923,6.05516,0.235837,0.225503,0.209021,0.191169,0.173259,0.245965,0.281731,0.325011,0.376762,0.42661,0.466372,0.241731,0.231569,0.214827,0.196533,0.178085,0.25528,0.292641,0.337744,0.391241,0.442295,0.483257,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00279,42.2129,42.8081,43.3423,43.8363,44.3417,42.0034,41.3781,39.0826,22.5252,17.5954,5.82778,43.232,43.8432,44.3847,44.8742,45.3639,42.9786,42.3445,39.9634,22.9826,17.9416,5.93982,0.232604,0.222428,0.206216,0.188664,0.171058,0.241282,0.276677,0.319383,0.370455,0.419775,0.459121,0.235447,0.225548,0.209319,0.191611,0.173768,0.249139,0.285179,0.328868,0.381075,0.431235,0.471284,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00286,43.8939,44.511,45.0462,45.5233,45.9913,43.6117,42.9766,40.4677,23.2174,18.1315,6.00234,42.7504,43.3477,43.8818,44.3723,44.8697,42.5032,41.8743,39.5654,22.7876,17.788,5.88932,0.238953,0.228887,0.212362,0.194324,0.176145,0.252507,0.28925,0.333694,0.386598,0.437239,0.477775,0.235596,0.225246,0.208769,0.190933,0.173044,0.245938,0.281557,0.324723,0.376403,0.426221,0.46592,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00299,44.8232,45.4397,45.9583,46.4061,46.8324,44.4744,43.8565,41.1747,23.5423,18.401,6.09047,43.7837,44.391,44.9237,45.4013,45.8727,43.4941,42.8602,40.3826,23.1816,18.0993,5.99153,0.243349,0.233159,0.216302,0.197865,0.179259,0.257345,0.295046,0.340554,0.394439,0.445777,0.487007,0.239543,0.229251,0.212572,0.194429,0.176181,0.251982,0.288575,0.332871,0.385656,0.436233,0.476677,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00304,45.2044,45.8119,46.3142,46.7421,47.1499,44.8036,44.2068,41.4696,23.6807,18.5129,6.12678,43.1396,43.7441,44.2776,44.7641,45.2538,42.8723,42.242,39.9088,22.9688,17.9233,5.93289,0.246908,0.236294,0.219,0.200156,0.181187,0.259406,0.29745,0.343385,0.397683,0.449342,0.490857,0.23749,0.227078,0.210458,0.192453,0.174386,0.249081,0.284918,0.328449,0.38057,0.430731,0.470696,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00312,42.5333,43.1302,43.661,44.1514,44.6512,42.2853,41.6609,39.428,22.7359,17.7417,5.87288,43.3138,43.9172,44.4458,44.9276,45.4117,43.0376,42.4066,40.0262,23.0188,17.9642,5.9467,0.23555,0.225026,0.208459,0.190581,0.172683,0.245543,0.280804,0.32367,0.375143,0.424877,0.464407,0.239674,0.22895,0.212037,0.193775,0.175487,0.249527,0.28561,0.329358,0.381654,0.431934,0.47203,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00359,44.2226,44.8385,45.3697,45.8388,46.2932,43.9219,43.2888,40.7068,23.3236,18.2214,6.03201,42.401,42.9989,43.5322,44.0247,44.5273,42.1624,41.5392,39.3252,22.685,17.7035,5.86038,0.240392,0.230304,0.213682,0.195519,0.177203,0.253968,0.291093,0.335925,0.389166,0.440035,0.480817,0.234026,0.223712,0.207345,0.189643,0.171898,0.244837,0.279977,0.322707,0.37404,0.423664,0.463104,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00367,44.9299,45.5453,46.0607,46.5036,46.9246,44.5658,43.9535,41.2735,23.5951,18.4402,6.10291,42.2946,42.8893,43.4217,43.9144,44.4182,42.0788,41.4528,39.1471,22.5579,17.6197,5.83566,0.24406,0.233812,0.216882,0.19837,0.179693,0.25832,0.296055,0.34166,0.395673,0.447116,0.48842,0.233658,0.223329,0.206975,0.189298,0.171586,0.241746,0.277209,0.319995,0.371154,0.420546,0.459947,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
