Plot,Repeat,A_sat,gs_sat,ci_sat,iWUE_sat
1031,2,29.13648138,0.134265941,27.86530461,217.0057508
1031,3,30.72069395,0.148799865,44.20387616,206.4564635
1032,1,28.76701984,0.18205224,94.53032916,158.015193
1032,2,24.43094266,0.167815209,144.6779819,145.5824103
1032,3,31.33453312,0.175012254,85.88064639,179.0419375
1033,1,27.86983617,0.132634085,38.9230492,210.1257465
1033,2,35.05553329,0.171635974,43.92835854,204.2435072
1033,3,22.67650424,0.163060152,155.3007846,139.0683372
1034,1,22.46937959,0.112905358,60.28456727,199.0107464
1034,2,24.32407209,0.140558595,101.3648853,173.0528978
1034,3,15.80818864,0.084819626,85.31936575,186.3741848
1035,1,37.19571535,0.198960761,70.6155391,186.9500054
1035,2,38.97133701,0.209478961,70.42693054,186.0393845
1035,3,22.85690108,0.124122384,82.35007054,184.1480995
1036,1,30.86902,0.150738727,44.88106808,204.7849326
1036,2,37.13289346,0.195160861,64.90707645,190.2681371
1036,3,15.61676743,0.09148266,109.5309414,170.7074051
1037,1,9.823255314,0.091858463,211.0165787,106.9390337
1037,2,19.98636531,0.102598013,68.62734879,194.8026539
1037,3,20.34733269,0.163821721,178.1458092,124.2041197
1038,3,10.07634114,0.048511181,54.22251207,207.7117271
1039,1,38.26082616,0.247865329,121.2079476,154.3613474
1039,2,38.29267448,0.237527825,110.0524685,161.2134262
1039,3,22.50701231,0.142941919,126.5840054,157.4556468
1040,1,25.85551768,0.143414138,86.6698486,180.2856964
1040,2,16.19658421,0.142070661,200.759577,114.0037229
1040,3,30.11288335,0.167309499,85.68896493,179.983106
1041,1,11.42739077,0.060680986,81.90883895,188.3191334
1041,2,21.95985062,0.134687539,116.3444689,163.0429278
1041,3,30.55158324,0.160986232,66.93307573,189.7776158
1042,1,42.70791213,0.247891715,90.60979334,172.2845484
1042,2,29.32063816,0.147551501,56.17244625,198.7146051
1042,3,22.43456209,0.106188954,39.93727434,211.2702043
1043,1,12.8015263,0.060642081,46.73213826,211.099721
1043,2,18.40433911,0.082807631,26.32830537,222.2541437
1043,3,28.53853241,0.141686512,52.60782717,201.4202476
1044,1,21.53394498,0.126272655,105.1328202,170.5352984
1044,3,5.224742846,0.043511998,195.9370417,120.0759127
1046,2,20.01223134,0.093308352,37.09508565,214.4741697
1046,3,31.60654244,0.147628838,30.30123376,214.0946373
1047,1,20.30807816,0.087069018,7.245086241,233.2411541
1047,2,12.75874682,0.08206105,134.6410535,155.4787176
1047,3,17.00584976,0.091691807,82.15421158,185.4674955
1048,1,31.75641102,0.161905004,58.70278425,196.1422459
1048,2,24.6570767,0.113659495,30.42410489,216.9381163
1048,3,27.39450153,0.118271399,5.30437204,231.6240584
1049,1,37.39702923,0.192763385,58.54002775,194.0048373
1049,2,32.33058034,0.148011984,23.00207545,218.4321803
1049,3,25.9601228,0.145314247,89.92346148,178.6481597
1050,2,22.8949004,0.103585598,24.84710486,221.0239737
1050,3,27.37696594,0.153776548,90.8619118,178.0308268
1051,1,29.95488616,0.137576317,26.52542358,217.7328687
1051,2,23.70294409,0.13990036,104.7711039,169.4273278
1051,3,19.01515901,0.096741485,66.11837857,196.5564107
1053,2,12.63694617,0.059264018,44.91581295,213.2313432
1053,3,29.62605466,0.221049443,160.1984236,134.0245616
1054,1,21.11069267,0.110147878,72.72395165,191.6577337
1054,2,43.70042582,0.247465191,81.49084349,176.5922135
1054,3,17.93871163,0.093043837,72.24222444,192.7984938
1055,1,24.05891547,0.104524045,11.50609512,230.1758931
1056,2,37.30644075,0.162727126,3.904012565,229.2576639
1056,3,33.00554466,0.160282379,43.26365848,205.9212305
1057,2,34.67820603,0.165238083,35.71353546,209.8681208
1057,3,13.03694152,0.062415432,50.12698478,208.8736884
1058,1,23.15219557,0.124709811,80.81955998,185.6485494
1058,2,21.50784381,0.116342158,84.22556153,184.8671562
1059,2,38.28853561,0.215644987,85.46076438,177.5535618
1059,3,40.83985444,0.270620173,125.8435901,150.9120846
1060,1,24.71615955,0.118450628,42.36340516,208.6621226
1060,2,20.90047066,0.120159725,99.20208146,173.9390688
1060,3,19.19964458,0.119002313,119.5256711,161.3384146
1061,1,40.23447216,0.239415107,97.41614057,168.0531889
1061,2,31.36823195,0.151368776,41.02966699,207.2305321
1061,3,22.56094702,0.124866104,88.8690095,180.6811159
1062,1,17.3407978,0.09568496,90.32148006,181.2280396
1062,2,25.78203854,0.118584749,28.86697327,217.4144548
1062,3,19.97545478,0.096489606,48.53231002,207.0218298
1063,2,34.56851589,0.197236242,89.40531278,175.2645235
1063,3,18.4156044,0.092423948,62.74955487,199.2514365
1064,1,36.68379557,0.168523252,22.22630208,217.6779475
1064,2,27.15755788,0.130995505,44.37910084,207.3167166
1064,3,32.56411339,0.145792267,15.18082559,223.3596756
1065,1,27.26162948,0.137493614,55.8237732,198.2756048
1065,2,32.45295267,0.187431916,94.65829326,173.145286
1065,3,16.4748624,0.091568568,91.96610717,179.9183144
1066,1,18.17222244,0.089833445,56.57367539,202.2879384
1066,2,26.53550242,0.12880679,44.70609303,206.0101205
1066,3,32.11158168,0.172657224,74.22555606,185.9845817
1067,1,28.04028818,0.132038549,36.80082724,212.3644071
1067,2,19.93416901,0.088001459,17.93444926,226.5208923
1068,1,15.39039792,0.084238355,89.63873309,182.7005981
1068,2,23.3299999,0.134052,99.41400289,174.0369403
1068,3,6.536536413,0.035650125,95.02627143,183.3524136
1069,1,33.69565189,0.187745633,84.91836888,179.475023
1069,2,27.27064863,0.168432893,116.9001123,161.9080938
1069,3,25.18703527,0.107563628,3.473043556,234.1594067
1070,1,25.93379616,0.150388026,98.40185306,172.445884
1070,1,15.03289101,0.093877556,124.4102543,160.1329604
1070,2,15.6550129,0.069449009,21.37768076,225.4173696
1070,3,15.3526658,0.073070598,46.62794808,210.1072969
1071,1,20.96101671,0.104095789,56.70216527,201.3627729
1072,1,30.65065622,0.14110483,26.62988838,217.219044
1072,2,21.22541514,0.130362525,118.1010991,162.8183804
1072,3,35.59875956,0.158893409,12.78434135,224.0417641
1073,1,44.10434829,0.229765507,58.99682576,191.9537396
1073,2,47.48492463,0.335833885,136.6983354,141.3940844
1073,3,22.57619942,0.122857783,85.36590441,183.7588058
1074,1,32.11705847,0.190275547,102.1888245,168.7923588
1074,2,20.19287146,0.09788991,49.96351054,206.2814379
1074,3,33.57256715,0.180771562,73.92467635,185.718189
1075,2,18.33073184,0.086144775,41.38074389,212.7898284
1075,3,19.68200011,0.093946166,45.84470352,209.5029633
1076,1,17.87537552,0.103538344,105.6987003,172.6449822
1076,2,13.56495712,0.060159175,24.9252873,225.4844269
1076,3,22.26988285,0.102834934,32.97798585,216.5595089
1077,1,24.9088156,0.11858427,40.64942439,210.0515994
1077,2,19.52782386,0.090041824,33.76819634,216.8750354
1077,3,11.56359442,0.121022326,230.2340288,95.54926601
1078,1,11.42526124,0.04788147,5.275969515,238.6155093
1078,2,19.73451079,0.092232088,40.14336646,213.9657823
1079,1,18.02719943,0.081834242,29.57169234,220.2891954
1079,2,23.13472353,0.118647633,66.35262318,194.9868103
1079,3,19.46715271,0.089227245,31.9036066,218.1749845
1080,1,10.32140222,0.08928352,198.3876049,115.6025464
1080,2,4.420659887,0.028307721,137.0400025,156.1644591
1080,3,15.11511405,0.100876108,142.1374269,149.8383948
1081,2,19.1563865,0.10236497,81.43386297,187.1381058
1081,3,37.09696788,0.184841795,49.3066415,200.6957784
1082,1,19.55710479,0.108372705,91.66205077,180.4615355
1082,2,29.73980196,0.164836079,85.87290316,180.4204642
1082,3,24.46042324,0.117807487,45.81222749,207.6304642
1083,2,13.99758584,0.083829162,116.1835708,166.9775224
1083,3,9.03498997,0.039329275,20.99215286,229.7268356
1084,1,27.49648689,0.139496932,60.95225133,197.1117682
1084,3,15.20147294,0.071177487,41.63470492,213.5713643
1085,1,17.48829186,0.097756984,92.93192002,178.8955748
1085,2,19.99752946,0.106869623,79.25072876,187.120801
1085,3,20.47544985,0.103985832,63.26975067,196.90615
1086,1,25.13980098,0.113719994,22.54299327,221.0675542
1086,2,22.77968907,0.112083029,53.19465992,203.2394142
1086,3,28.71348041,0.126745022,12.42982001,226.5452327
1087,1,33.44021824,0.210141518,116.2750094,159.1318961
1087,2,30.845012,0.162278103,67.47178597,190.0750097
1088,1,42.32450137,0.269123188,114.6143985,157.2681334
1088,2,41.43683886,0.281444405,130.9022454,147.229215
1088,3,39.71715472,0.217891424,77.17567995,182.2795683
1089,1,26.19418002,0.125749678,42.66114695,208.3041513
1089,2,21.63662024,0.12712015,106.5230668,170.2060623
1089,3,15.3632685,0.071175624,38.02895828,215.8501419
1090,2,28.19373108,0.150838924,73.922862,186.9128358
1091,1,16.92783994,0.087417504,70.74765652,193.6435971
1091,2,28.90211189,0.173274106,106.2167227,166.799948
1091,3,31.96808391,0.188510936,101.2780831,169.5821187
1092,1,13.34301263,0.061981686,36.60323831,215.2734686
1092,2,10.49442227,0.053371755,69.90243011,196.6287649
1092,3,12.3666731,0.063566957,72.53571278,194.5456194
1093,1,30.86936875,0.134541636,7.624489427,229.4410094
1094,1,24.15268742,0.113091661,37.47424,213.5673595
1094,2,30.72035925,0.171640175,88.47359506,178.9811699
1094,3,11.20345709,0.052541931,45.83958732,213.2288798
1095,1,24.68953894,0.132417178,78.70427956,186.4526892
1095,2,26.33251911,0.124496946,38.00599832,211.5113659
1095,3,24.27698272,0.145718458,111.0442491,166.6019743
1096,1,29.49685686,0.169678064,96.95332373,173.8401309
1096,2,23.79819257,0.123831329,70.52756706,192.1823245
1096,3,21.87897198,0.134865023,119.084233,162.2286601
1097,1,30.78547029,0.163139675,72.34907734,188.7062127
1097,2,26.73343706,0.163572442,114.3541201,163.4348471
1097,3,32.22666679,0.146605747,21.05523675,219.8185769
1098,1,16.68784375,0.085682532,70.77232377,194.7636619
1098,2,9.640505755,0.075409874,181.1633192,127.8414259
1098,3,15.3332414,0.092680399,117.940105,165.4421166
1099,1,38.45064427,0.232155451,102.9620671,165.624559
1099,2,37.81337739,0.194413671,58.53471095,194.4995802
1099,3,2.238139337,0.022935557,230.5746911,97.58382118
1100,1,33.99540815,0.158966859,30.19354839,213.8521724
1100,2,37.87436301,0.21892469,92.76879824,173.0017889
1100,3,42.39326003,0.211727007,47.07621482,200.2260391
1101,1,20.97681504,0.123938349,108.6300585,169.2520131
1101,2,29.62713601,0.179785152,109.5062424,164.7918958
1101,3,29.02359153,0.156732139,78.28550805,185.1795786
1102,1,26.29620422,0.116676118,16.62520603,225.3777784
1102,2,30.08636617,0.139280976,28.23623407,216.0120282
1102,3,20.91525047,0.126417401,113.5707578,165.4459779
1103,1,12.32148328,0.054437235,23.94393413,226.3429281
1103,2,17.12626795,0.076095327,22.9430986,225.0633334
1103,3,21.11058764,0.095800922,28.16498916,220.3589196
1104,1,22.15009623,0.128106243,100.6539571,172.9041119
1104,2,21.38103247,0.130871666,116.185747,163.3740369
1104,3,22.41415515,0.115847498,67.35194972,193.4798373
1105,1,39.99201723,0.224022984,82.11856778,178.5174737
1105,2,31.19559807,0.18829959,107.8066747,165.6700265
1105,3,18.57707481,0.108977071,108.1858627,170.4677376
1106,1,23.45357894,0.122875035,73.16249809,190.8734261
1106,2,29.64774614,0.171959154,98.14186976,172.4115611
1106,3,33.62480035,0.181306685,74.7615962,185.4581383
1107,2,25.60687887,0.11309938,14.91786738,226.4104268
1108,2,13.5999658,0.079046933,108.9375771,172.0492538
1108,3,27.92781472,0.130001597,32.35524496,214.8267051
1109,1,25.0373118,0.163313027,129.7186305,153.3087241
1109,2,22.44570631,0.132995118,106.5678332,168.7709036
1109,3,21.41046872,0.149715418,148.6595837,143.0077741
1110,1,34.57058899,0.15566924,16.80499981,222.0772001
1110,3,33.42452307,0.202854922,109.545498,164.7705793
1111,1,12.67918694,0.075513485,115.3780472,167.9062601
1111,2,23.69707935,0.103187107,11.12905768,229.6515535
1111,3,17.45910536,0.092228698,80.18133851,189.302308
1112,1,23.73632569,0.102798876,9.342253818,230.9006351
1112,2,27.10249164,0.146035717,80.33202288,185.5881022
1113,1,15.39096427,0.076024932,57.42651967,202.446276
1113,2,11.54518529,0.067081095,107.76478,172.107883
1113,3,29.07210473,0.143906948,49.57568645,202.0201607
1114,1,19.44738119,0.087224731,23.74692382,222.9571935
1114,2,29.20291304,0.140799661,42.05075703,207.4075522
1114,3,17.08645883,0.082714302,51.53617649,206.5720012
1115,1,16.78850494,0.079732731,45.52883594,210.5597617
1115,2,15.18581798,0.076943033,67.36359163,197.3644323
1115,3,18.1479287,0.079742454,17.79731473,227.5817691
1116,1,11.02040416,0.080025387,165.6875138,137.7113516
1116,2,23.47028473,0.123359484,74.52070438,190.2592641
1116,3,13.49536555,0.062259457,37.98187727,216.7600905
1117,3,31.04566799,0.165597286,73.17466995,187.4769128
1118,1,33.69462996,0.17979946,69.08271682,187.4011748
1118,2,31.35830919,0.155547806,50.9026793,201.5991736
1118,3,24.02816933,0.15089924,122.3569045,159.2332032
1119,1,20.00225314,0.088399062,19.36177321,226.2722322
1119,2,30.93381354,0.15763807,59.28849484,196.2331406
1119,3,20.92537031,0.130808096,123.3960219,159.9699939
1120,1,31.31332847,0.144299637,26.7298596,217.0021285
1120,2,43.07353113,0.238771495,76.95584679,180.3964544
1120,3,27.09985344,0.159584099,104.175296,169.8154992
1121,1,42.63596063,0.23581519,77.46022286,180.8024356
1121,2,43.57692687,0.253474394,91.17443713,171.9184577
1121,3,25.84621956,0.14961769,100.0052325,172.7484198
1122,1,15.08443375,0.081282754,87.14334922,185.5797573
1122,2,27.51759916,0.131878415,43.21280106,208.6588558
1122,3,23.38573099,0.101797115,10.98865244,229.7288182
1123,1,27.25855878,0.146534431,77.39682925,186.0215287
1123,2,30.28617677,0.140826015,29.61466468,215.060951
1124,1,14.52517537,0.067373205,39.32840404,215.5927629
1124,2,29.38747492,0.128945217,9.654020469,227.90667
1125,1,28.06977654,0.130881018,32.28386329,214.4678959
1125,2,22.94102426,0.112566798,52.84885863,203.7992086
1125,3,32.40088235,0.177563999,81.18414432,182.4743897
1126,1,14.29540593,0.074133097,75.69382712,192.8343265
1126,3,17.71926204,0.092630292,74.51496283,191.2901463
1127,1,7.186340903,0.035258228,61.83671973,203.8202495
1127,2,8.678336094,0.118686144,269.6312365,73.12004444
1127,3,8.122864436,0.049879658,126.8995355,162.8492408
1128,1,38.44280206,0.205615712,69.85663542,186.9643213
1128,2,18.05056031,0.082059901,29.89734506,219.9680974
1128,3,30.57195578,0.138591151,20.77631819,220.5909661
1129,1,22.20526918,0.124882702,94.58178804,177.8090063
1129,2,23.21472928,0.109356228,37.80748097,212.2853879
1129,3,26.16808651,0.122274397,34.65058178,214.0111688
1130,2,30.60304431,0.14619031,39.11164124,209.3370237
1130,3,30.29794765,0.146072347,42.75212744,207.4174085
1131,1,19.60902714,0.091627321,38.71372944,214.0085168
1131,2,28.71692581,0.163807355,94.64343069,175.3091354
1131,3,23.27268254,0.108718968,36.82238415,214.0627613
1132,1,35.58362691,0.206831491,92.53337606,172.0416301
1132,3,23.02245157,0.134521666,103.3724372,171.1430755
1133,1,14.7614844,0.06624414,28.97001676,222.8345685
1134,1,29.63550401,0.137719211,30.40903407,215.1878727
1134,2,32.44398307,0.232738186,148.7097132,139.401203
1134,3,27.92179235,0.175092766,119.1365433,159.4685661
1135,2,8.963740106,0.053243516,116.4482139,168.3536457
1135,3,33.77242411,0.20391377,107.0322161,165.6211063
1136,1,15.89640835,0.071098516,25.1298194,223.5828431
1136,2,15.24739711,0.135225017,201.0242174,112.7557422
1136,3,27.11015487,0.127564258,36.88541872,212.5215578
1137,1,24.94679798,0.158201948,123.8809171,157.6895748
1137,2,24.8578028,0.140981285,94.70947146,176.3198764
1138,1,29.23497134,0.159923023,81.09828643,182.8065198
1138,2,33.3521636,0.183095077,79.82610947,182.1576209
1138,3,27.4270848,0.123102861,20.72423796,222.7981106
1139,1,19.89062353,0.131309918,137.7127886,151.4784553
1139,2,30.52273013,0.177964228,99.50169135,171.5104802
1139,3,15.34789787,0.066533814,15.42670016,230.6781629
1140,1,17.40603647,0.073282819,1.905439592,237.5186522
1140,2,35.46384778,0.170244464,37.68764716,208.3113125
1140,3,20.39787012,0.097042487,44.53167275,210.1952523
1141,2,31.14491933,0.148678021,38.73965848,209.4789744
1141,3,16.92087313,0.077614151,33.10987235,218.0127324
1142,1,26.27050811,0.12399102,38.37082848,211.8742795
1142,2,20.36349719,0.12205571,113.285698,166.8377265
1142,3,23.18527215,0.101952925,13.9976804,227.4115457
1143,1,24.90934645,0.140793913,93.695583,176.9206201
1143,2,27.695677,0.153805747,87.11712797,180.0691943
1143,3,31.96966038,0.162502136,58.38725919,196.733786
1144,1,40.16411166,0.221445398,77.95162994,181.3725281
1144,3,32.72361382,0.142171723,5.162456985,230.1696365
1145,1,22.64741031,0.256270923,39.71986742,88.37292216
1145,2,45.49856573,0.263427891,88.01647466,172.7173445
1145,3,37.51096217,0.196441707,64.28460769,190.9521287
1146,2,24.73056136,0.112474767,26.06860102,219.8765287
1146,3,38.31424388,0.197966084,58.34893331,193.5394344
1147,1,44.60166334,0.22719238,51.2311917,196.316722
1147,2,33.41255142,0.202721645,107.7808883,164.8198515
1147,3,33.56302334,0.150921391,16.03303705,222.3874506
1148,1,40.22180124,0.213400731,67.15180128,188.4801474
1148,1,25.21644697,0.124675961,53.65577444,202.2558855
1148,2,23.73810105,0.126439887,77.77563159,187.7421874
1148,3,36.76463975,0.180593259,44.73559564,203.5770329
1149,1,35.38762306,0.197203507,83.23576798,179.4472304
1149,2,35.54207654,0.172096811,40.37534867,206.5237373
1149,3,42.01143691,0.216710386,54.76221021,193.8598218
1150,1,31.43807004,0.177410357,89.93414669,177.2053814
1150,2,26.13488898,0.135253006,66.73538475,193.2296354
1150,3,35.8182282,0.215005092,104.0137518,166.5924643
1151,1,19.02275971,0.102049199,82.23496913,186.407732
1151,2,39.3678801,0.203949361,59.53828902,193.02772
1151,3,22.29751962,0.108604991,50.72187328,205.3084244
1152,1,36.90612555,0.177987656,39.32483001,207.3521629
1152,2,23.24122968,0.13329856,98.94640599,174.3546943
1152,3,17.5004226,0.10423756,113.0415278,167.8897957
1153,1,18.46169188,0.140162764,169.9478797,131.7160948
1153,2,31.38456861,0.173628663,83.67457125,180.7568414
1153,3,14.75218688,0.071986043,55.18876188,204.9312087
1154,1,20.75584193,0.099198578,46.50689891,209.2352761
1154,2,39.18719507,0.188526654,36.26309408,207.8602372
1154,3,27.93949564,0.133019879,40.37620604,210.0400025
1155,1,17.15343743,0.085217559,60.20589999,201.289941
1155,2,24.14302173,0.110123775,26.41520631,219.2353263
1155,3,25.91307144,0.140931716,82.83209448,183.8696931
1156,1,32.32613636,0.16762675,64.08550317,192.8459291
1156,2,33.27631272,0.160846781,41.75205032,206.8820557
1157,1,33.59619647,0.169560074,54.9601464,198.1374253
1157,2,21.70402856,0.108579868,59.61029149,199.8899888
1157,3,30.51881217,0.137802157,20.27756182,221.4683204
1158,1,20.85701309,0.106185239,64.7994674,196.4210205
1158,2,18.13530288,0.083786799,34.87569357,216.4458247
1158,3,20.01142916,0.105995685,76.63345529,188.7947528
1159,1,10.76887616,0.050966182,47.89899626,211.2945451
1159,2,21.89192964,0.128826371,105.6704052,169.9336046
1159,3,22.60209813,0.108149056,44.07643415,208.9902485
1160,1,25.02696513,0.122668672,50.36720896,204.0208374
1160,3,24.57740147,0.122763936,56.40681008,200.2005
1161,1,29.76400575,0.155871748,67.68928979,190.9518955
1161,2,34.00421666,0.201422576,98.34991613,168.8202845
1161,3,41.06123245,0.214556126,61.10050772,191.377581
1162,1,20.18911856,0.103084134,67.77145335,195.8508817
1162,2,24.40981144,0.125145989,66.35119168,195.0506889
1162,3,20.10341176,0.130911429,135.1908643,153.5649857
1163,1,21.70657377,0.106162276,52.411645,204.46598
1163,2,30.09030721,0.197745229,130.0415202,152.1670455
1163,3,25.49063836,0.125016119,49.79516157,203.8988144
1164,1,18.93513106,0.087125531,30.65600255,217.3316004
1164,2,35.89561458,0.174905753,43.04508084,205.2283242
1164,3,29.57837309,0.133347817,20.48648505,221.8137036
1165,1,25.27051928,0.137895594,82.3792116,183.2583516
1165,2,22.30100068,0.114174575,65.14466341,195.3237022
1165,3,21.45439958,0.141675667,134.4612249,151.4331996
1166,1,23.65448427,0.13411888,94.34657802,176.3695332
1166,2,16.23843682,0.103344686,129.3991819,157.1289004
1166,2,33.41237287,0.375321106,230.3185856,89.0234318
1166,3,12.29664415,0.066969732,89.83463646,183.6149521
1167,1,30.52140405,0.134672352,11.11852615,226.6345221
1167,2,40.37449289,0.214823207,66.49929482,187.9428829
1167,3,39.32298303,0.193530377,42.83178725,203.1876527
1168,1,17.65541743,0.093413255,80.18880023,189.0033415
1168,1,31.28121518,0.150882427,41.99023978,207.3217929
1168,2,29.35497112,0.139942118,39.19006452,209.765091
1168,3,24.91324695,0.140361001,93.12161323,177.4940817
1169,1,26.16764484,0.14301956,82.80199727,182.9654964
1169,2,18.50269449,0.109373178,108.0250833,169.17031
1169,3,31.83467658,0.176153957,80.67054496,180.7207576
1170,1,10.77794543,0.049232641,35.78873871,218.9186922
1170,2,32.97715258,0.152596166,26.63066338,216.1073465
1170,3,12.91772093,0.071065609,93.98653197,181.7717628
1171,1,39.10877881,0.180664308,23.19397118,216.4720818
1171,2,37.53643318,0.174003833,24.20439251,215.7218754
1171,3,32.53397655,0.170219281,65.97792144,191.1297967
1172,1,32.60613783,0.166000202,57.71196276,196.4222786
1172,2,24.49640477,0.121846299,55.95001177,201.0434861
1172,3,30.70009745,0.156279626,58.6233152,196.4433772
1173,1,25.31951029,0.139136983,83.94247236,181.9754153
1173,2,25.68953887,0.1561096,113.3875852,164.5609168
1173,3,21.63956353,0.146665053,143.5591468,147.5441019
1173,3,23.65631745,0.128105661,82.51599656,184.6625455
1174,1,15.81352665,0.100125759,129.4869844,157.9366477
1174,2,43.73155025,0.276457052,112.6563124,158.1856925
1174,2,25.56147274,0.12688939,53.06211777,201.4468888
1175,1,25.68741737,0.112169622,10.70986197,229.0051174
1175,2,29.60508368,0.142275713,41.7314247,208.0824832
1175,3,28.95406287,0.124980679,5.577869079,231.6683108
1176,1,44.1374593,0.194962022,4.378091082,226.3900372
1176,2,40.54298132,0.18992315,27.01548558,213.4704554
1176,3,33.85331903,0.170129138,53.59136065,198.9860144
1177,1,17.12125997,0.089271166,74.83460329,191.7893621
1177,2,14.79189408,0.067801452,33.72574998,218.1648563
1177,3,17.17470639,0.076018651,20.7264075,225.9275344
1178,1,34.95462379,0.193667344,80.60909413,180.4879594
1178,1,19.04111107,0.085438546,24.4323208,222.863239
1178,2,16.44482195,0.076527313,39.48465238,214.8882701
1178,3,31.88974176,0.156661152,47.06932967,203.5587081
1179,1,37.00138979,0.218127174,96.08945143,169.6321883
1179,3,17.55147956,0.095522799,87.84669842,183.7412615
1180,2,15.98324854,0.078939557,58.46272895,202.4745147
1180,3,34.71000199,0.179322087,60.65979989,193.5623351
1181,2,11.47718419,0.050449919,21.85112805,227.4965817
1181,3,19.78082169,0.094106866,43.31541701,210.1953086
1182,1,27.24851101,0.149510293,83.0904675,182.2517403
1182,2,17.16243313,0.080647441,41.41554352,212.8081542
1182,3,21.45669588,0.133245071,120.8256615,161.0318174
1183,1,34.88969464,0.232550636,129.8593144,150.0305278
