"ID","Accession","Year","Plot","Block","Replicate","Repeat"
"2021_2012_3","SSA_00086",2021,2012,4,2,3
"2021_1226_1","SSA_00087",2021,1226,2,1,1
"2021_1226_2","SSA_00087",2021,1226,2,1,2
"2021_1226_3","SSA_00087",2021,1226,2,1,3
"2021_2251_1","SSA_00087",2021,2251,3,2,1
"2021_2251_2","SSA_00087",2021,2251,3,2,2
"2021_2251_3","SSA_00087",2021,2251,3,2,3
"2021_1162_1","SSA_00088",2021,1162,2,1,1
"2021_1162_2","SSA_00088",2021,1162,2,1,2
"2021_1162_3","SSA_00088",2021,1162,2,1,3
"2021_2281_1","SSA_00088",2021,2281,1,2,1
"2021_2281_2","SSA_00088",2021,2281,1,2,2
"2021_2281_3","SSA_00088",2021,2281,1,2,3
"2021_1214_1","SSA_00089",2021,1214,6,1,1
"2021_1214_2","SSA_00089",2021,1214,6,1,2
"2021_1214_3","SSA_00089",2021,1214,6,1,3
"2021_2277_1","SSA_00089",2021,2277,5,2,1
"2021_2277_2","SSA_00089",2021,2277,5,2,2
"2021_2277_3","SSA_00089",2021,2277,5,2,3
"2021_1111_1","SSA_00090",2021,1111,7,1,1
"2021_1111_2","SSA_00090",2021,1111,7,1,2
"2021_1111_3","SSA_00090",2021,1111,7,1,3
"2021_2096_1","SSA_00090",2021,2096,8,2,1
"2021_2096_2","SSA_00090",2021,2096,8,2,2
"2021_2096_3","SSA_00090",2021,2096,8,2,3
"2021_1086_1","SSA_00091",2021,1086,6,1,1
"2021_1086_2","SSA_00091",2021,1086,6,1,2
"2021_1086_3","SSA_00091",2021,1086,6,1,3
"2021_2113_1","SSA_00091",2021,2113,1,2,1
"2021_2113_2","SSA_00091",2021,2113,1,2,2
"2021_2113_3","SSA_00091",2021,2113,1,2,3
"2021_1273_1","SSA_00092",2021,1273,1,1,1
"2021_1273_2","SSA_00092",2021,1273,1,1,2
"2021_1273_3","SSA_00092",2021,1273,1,1,3
"2021_2183_1","SSA_00092",2021,2183,7,2,1
"2021_2183_2","SSA_00092",2021,2183,7,2,2
"2021_2183_3","SSA_00092",2021,2183,7,2,3
"2021_1021_1","SSA_00093",2021,1021,5,1,1
"2021_1021_2","SSA_00093",2021,1021,5,1,2
"2021_1021_3","SSA_00093",2021,1021,5,1,3
"2021_2022_1","SSA_00093",2021,2022,6,2,1
"2021_2022_2","SSA_00093",2021,2022,6,2,2
"2021_2022_3","SSA_00093",2021,2022,6,2,3
"2021_1314_1","SSA_00094",2021,1314,2,1,1
"2021_1314_2","SSA_00094",2021,1314,2,1,2
"2021_1314_3","SSA_00094",2021,1314,2,1,3
"2021_2199_1","SSA_00094",2021,2199,7,2,1
"2021_2199_2","SSA_00094",2021,2199,7,2,2
"2021_2199_3","SSA_00094",2021,2199,7,2,3
"2021_1194_1","SSA_00095",2021,1194,2,1,1
"2021_1194_2","SSA_00095",2021,1194,2,1,2
"2021_1194_3","SSA_00095",2021,1194,2,1,3
"2021_2116_1","SSA_00095",2021,2116,4,2,1
"2021_2116_2","SSA_00095",2021,2116,4,2,2
"2021_2116_3","SSA_00095",2021,2116,4,2,3
"2021_1240_1","SSA_00096",2021,1240,8,1,1
"2021_1240_2","SSA_00096",2021,1240,8,1,2
"2021_1240_3","SSA_00096",2021,1240,8,1,3
"2021_2062_1","SSA_00096",2021,2062,6,2,1
"2021_2062_2","SSA_00096",2021,2062,6,2,2
"2021_2062_3","SSA_00096",2021,2062,6,2,3
"2021_1087_1","SSA_00097",2021,1087,7,1,1
"2021_1087_2","SSA_00097",2021,1087,7,1,2
"2021_1087_3","SSA_00097",2021,1087,7,1,3
"2021_2083_1","SSA_00097",2021,2083,3,2,1
"2021_2083_2","SSA_00097",2021,2083,3,2,2
"2021_2083_3","SSA_00097",2021,2083,3,2,3
"2021_1018_1","SSA_00098",2021,1018,2,1,1
"2021_1018_2","SSA_00098",2021,1018,2,1,2
"2021_1018_3","SSA_00098",2021,1018,2,1,3
"2021_2120_1","SSA_00098",2021,2120,8,2,1
"2021_2120_2","SSA_00098",2021,2120,8,2,2
"2021_2120_3","SSA_00098",2021,2120,8,2,3
"2021_1075_1","SSA_00099",2021,1075,3,1,1
"2021_1075_2","SSA_00099",2021,1075,3,1,2
"2021_1075_3","SSA_00099",2021,1075,3,1,3
"2021_2082_1","SSA_00099",2021,2082,2,2,1
"2021_2082_2","SSA_00099",2021,2082,2,2,2
"2021_2082_3","SSA_00099",2021,2082,2,2,3
"2021_1154_1","SSA_00100",2021,1154,2,1,1
"2021_1154_2","SSA_00100",2021,1154,2,1,2
"2021_1154_3","SSA_00100",2021,1154,2,1,3
"2021_2184_1","SSA_00100",2021,2184,8,2,1
"2021_2184_2","SSA_00100",2021,2184,8,2,2
"2021_2184_3","SSA_00100",2021,2184,8,2,3
"2021_1178_1","SSA_00101",2021,1178,2,1,1
"2021_1178_2","SSA_00101",2021,1178,2,1,2
"2021_1178_3","SSA_00101",2021,1178,2,1,3
"2021_2290_1","SSA_00101",2021,2290,2,2,1
"2021_2290_2","SSA_00101",2021,2290,2,2,2
"2021_2290_3","SSA_00101",2021,2290,2,2,3
"2021_1138_1","SSA_00102",2021,1138,2,1,1
"2021_1138_2","SSA_00102",2021,1138,2,1,2
"2021_1138_3","SSA_00102",2021,1138,2,1,3
"2021_2253_1","SSA_00102",2021,2253,5,2,1
"2021_2253_2","SSA_00102",2021,2253,5,2,2
"2021_2253_3","SSA_00102",2021,2253,5,2,3
"2021_1136_1","SSA_00103",2021,1136,8,1,1
"2021_1136_2","SSA_00103",2021,1136,8,1,2
"2021_1136_3","SSA_00103",2021,1136,8,1,3
"2021_2047_1","SSA_00103",2021,2047,7,2,1
"2021_2047_2","SSA_00103",2021,2047,7,2,2
"2021_2047_3","SSA_00103",2021,2047,7,2,3
"2021_1269_1","SSA_00104",2021,1269,5,1,1
"2021_1269_2","SSA_00104",2021,1269,5,1,2
"2021_1269_3","SSA_00104",2021,1269,5,1,3
"2021_2018_1","SSA_00104",2021,2018,2,2,1
"2021_2018_2","SSA_00104",2021,2018,2,2,2
"2021_2018_3","SSA_00104",2021,2018,2,2,3
"2021_1188_1","SSA_00105",2021,1188,4,1,1
"2021_1188_2","SSA_00105",2021,1188,4,1,2
"2021_1188_3","SSA_00105",2021,1188,4,1,3
"2021_2044_1","SSA_00105",2021,2044,4,2,1
"2021_2044_2","SSA_00105",2021,2044,4,2,2
"2021_2044_3","SSA_00105",2021,2044,4,2,3
"2021_1238_1","SSA_00106",2021,1238,6,1,1
"2021_1238_2","SSA_00106",2021,1238,6,1,2
"2021_1238_3","SSA_00106",2021,1238,6,1,3
"2021_2157_1","SSA_00106",2021,2157,5,2,1
"2021_2157_2","SSA_00106",2021,2157,5,2,2
"2021_2157_3","SSA_00106",2021,2157,5,2,3
"2021_1301_1","SSA_00107",2021,1301,5,1,1
"2021_1301_2","SSA_00107",2021,1301,5,1,2
"2021_1301_3","SSA_00107",2021,1301,5,1,3
"2021_2003_1","SSA_00107",2021,2003,3,2,1
"2021_2003_2","SSA_00107",2021,2003,3,2,2
"2021_2003_3","SSA_00107",2021,2003,3,2,3
"2021_1176_1","SSA_00108",2021,1176,8,1,1
"2021_1176_2","SSA_00108",2021,1176,8,1,2
"2021_1176_3","SSA_00108",2021,1176,8,1,3
"2021_2283_1","SSA_00108",2021,2283,3,2,1
"2021_2283_2","SSA_00108",2021,2283,3,2,2
"2021_2283_3","SSA_00108",2021,2283,3,2,3
"2021_1305_1","SSA_00109",2021,1305,1,1,1
"2021_1305_2","SSA_00109",2021,1305,1,1,2
"2021_1305_3","SSA_00109",2021,1305,1,1,3
"2021_2301_1","SSA_00109",2021,2301,5,2,1
"2021_2301_2","SSA_00109",2021,2301,5,2,2
"2021_2301_3","SSA_00109",2021,2301,5,2,3
"2021_1156_1","SSA_00110",2021,1156,4,1,1
"2021_1156_2","SSA_00110",2021,1156,4,1,2
"2021_1156_3","SSA_00110",2021,1156,4,1,3
"2021_2292_1","SSA_00110",2021,2292,4,2,1
"2021_2292_2","SSA_00110",2021,2292,4,2,2
"2021_2292_3","SSA_00110",2021,2292,4,2,3
"2021_1015_1","SSA_00111",2021,1015,NA,1,1
"2021_1015_2","SSA_00111",2021,1015,NA,1,2
"2021_1015_3","SSA_00111",2021,1015,NA,1,3
"2021_2303_1","SSA_00111",2021,2303,7,2,1
"2021_2303_2","SSA_00111",2021,2303,7,2,2
"2021_2303_3","SSA_00111",2021,2303,7,2,3
"2021_1140_1","SSA_00112",2021,1140,4,1,1
"2021_1140_2","SSA_00112",2021,1140,4,1,2
"2021_1140_3","SSA_00112",2021,1140,4,1,3
"2021_2152_1","SSA_00112",2021,2152,8,2,1
"2021_2152_2","SSA_00112",2021,2152,8,2,2
"2021_2152_3","SSA_00112",2021,2152,8,2,3
"2021_1151_1","SSA_00113",2021,1151,7,1,1
"2021_1151_2","SSA_00113",2021,1151,7,1,2
"2021_1151_3","SSA_00113",2021,1151,7,1,3
"2021_2287_1","SSA_00113",2021,2287,7,2,1
"2021_2287_2","SSA_00113",2021,2287,7,2,2
"2021_2287_3","SSA_00113",2021,2287,7,2,3
"2021_1048_1","SSA_00114",2021,1048,8,1,1
"2021_1048_2","SSA_00114",2021,1048,8,1,2
"2021_1048_3","SSA_00114",2021,1048,8,1,3
"2021_2041_1","SSA_00114",2021,2041,1,2,1
"2021_2041_2","SSA_00114",2021,2041,1,2,2
"2021_2041_3","SSA_00114",2021,2041,1,2,3
"2021_1277_1","SSA_00115",2021,1277,5,1,1
"2021_1277_2","SSA_00115",2021,1277,5,1,2
"2021_1277_3","SSA_00115",2021,1277,5,1,3
"2021_2027_1","SSA_00115",2021,2027,3,2,1
"2021_2027_2","SSA_00115",2021,2027,3,2,2
"2021_2027_3","SSA_00115",2021,2027,3,2,3
"2021_1101_1","SSA_00116",2021,1101,5,1,1
"2021_1101_2","SSA_00116",2021,1101,5,1,2
"2021_1101_3","SSA_00116",2021,1101,5,1,3
"2021_2312_1","SSA_00116",2021,2312,8,2,1
"2021_2312_2","SSA_00116",2021,2312,8,2,2
"2021_2312_3","SSA_00116",2021,2312,8,2,3
"2021_1265_1","SSA_00117",2021,1265,1,1,1
"2021_1265_2","SSA_00117",2021,1265,1,1,2
"2021_1265_3","SSA_00117",2021,1265,1,1,3
"2021_2064_1","SSA_00117",2021,2064,8,2,1
"2021_2064_2","SSA_00117",2021,2064,8,2,2
"2021_2064_3","SSA_00117",2021,2064,8,2,3
"2021_1320_1","SSA_00118",2021,1320,8,1,1
"2021_1320_2","SSA_00118",2021,1320,8,1,2
"2021_1320_3","SSA_00118",2021,1320,8,1,3
"2021_2207_1","SSA_00118",2021,2207,7,2,1
"2021_2207_2","SSA_00118",2021,2207,7,2,2
"2021_2207_3","SSA_00118",2021,2207,7,2,3
"2021_1126_1","SSA_00119",2021,1126,6,1,1
"2021_1126_2","SSA_00119",2021,1126,6,1,2
"2021_1126_3","SSA_00119",2021,1126,6,1,3
"2021_2129_1","SSA_00119",2021,2129,1,2,1
"2021_2129_2","SSA_00119",2021,2129,1,2,2
"2021_2129_3","SSA_00119",2021,2129,1,2,3
"2021_1020_1","SSA_00120",2021,1020,4,1,1
"2021_1020_2","SSA_00120",2021,1020,4,1,2
"2021_1020_3","SSA_00120",2021,1020,4,1,3
"2021_2202_1","SSA_00120",2021,2202,2,2,1
"2021_2202_2","SSA_00120",2021,2202,2,2,2
"2021_2202_3","SSA_00120",2021,2202,2,2,3
"2021_1095_1","SSA_00121",2021,1095,7,1,1
"2021_1095_2","SSA_00121",2021,1095,7,1,2
"2021_1095_3","SSA_00121",2021,1095,7,1,3
"2021_2259_1","SSA_00121",2021,2259,3,2,1
"2021_2259_2","SSA_00121",2021,2259,3,2,2
"2021_2259_3","SSA_00121",2021,2259,3,2,3
"2021_1035_1","SSA_00122",2021,1035,3,1,1
"2021_1035_2","SSA_00122",2021,1035,3,1,2
"2021_1035_3","SSA_00122",2021,1035,3,1,3
"2021_2179_1","SSA_00122",2021,2179,3,2,1
"2021_2179_2","SSA_00122",2021,2179,3,2,2
"2021_2179_3","SSA_00122",2021,2179,3,2,3
"2021_1253_1","SSA_00123",2021,1253,5,1,1
"2021_1253_2","SSA_00123",2021,1253,5,1,2
"2021_1253_3","SSA_00123",2021,1253,5,1,3
"2021_2212_1","SSA_00123",2021,2212,4,2,1
"2021_2212_2","SSA_00123",2021,2212,4,2,2
"2021_2212_3","SSA_00123",2021,2212,4,2,3
"2021_1291_1","SSA_00124",2021,1291,3,1,1
"2021_1291_2","SSA_00124",2021,1291,3,1,2
"2021_1291_3","SSA_00124",2021,1291,3,1,3
"2021_2076_1","SSA_00124",2021,2076,4,2,1
"2021_2076_2","SSA_00124",2021,2076,4,2,2
"2021_2076_3","SSA_00124",2021,2076,4,2,3
"2021_1257_1","SSA_00125",2021,1257,1,1,1
"2021_1257_2","SSA_00125",2021,1257,1,1,2
"2021_1257_3","SSA_00125",2021,1257,1,1,3
"2021_2229_1","SSA_00125",2021,2229,5,2,1
"2021_2229_2","SSA_00125",2021,2229,5,2,2
"2021_2229_3","SSA_00125",2021,2229,5,2,3
"2021_1114_1","SSA_00126",2021,1114,2,1,1
"2021_1114_2","SSA_00126",2021,1114,2,1,2
"2021_1114_3","SSA_00126",2021,1114,2,1,3
"2021_2228_1","SSA_00126",2021,2228,4,2,1
"2021_2228_2","SSA_00126",2021,2228,4,2,2
"2021_2228_3","SSA_00126",2021,2228,4,2,3
"2021_1167_1","SSA_00127",2021,1167,7,1,1
"2021_1167_2","SSA_00127",2021,1167,7,1,2
"2021_1167_3","SSA_00127",2021,1167,7,1,3
"2021_2084_1","SSA_00127",2021,2084,4,2,1
"2021_2084_2","SSA_00127",2021,2084,4,2,2
"2021_2084_3","SSA_00127",2021,2084,4,2,3
"2021_1245_1","SSA_00128",2021,1245,5,1,1
"2021_1245_2","SSA_00128",2021,1245,5,1,2
"2021_1245_3","SSA_00128",2021,1245,5,1,3
"2021_2125_1","SSA_00128",2021,2125,5,2,1
"2021_2125_2","SSA_00128",2021,2125,5,2,2
"2021_2125_3","SSA_00128",2021,2125,5,2,3
"2021_1090_1","SSA_00129",2021,1090,2,1,1
"2021_1090_2","SSA_00129",2021,1090,2,1,2
"2021_1090_3","SSA_00129",2021,1090,2,1,3
"2021_2231_1","SSA_00129",2021,2231,7,2,1
"2021_2231_2","SSA_00129",2021,2231,7,2,2
"2021_2231_3","SSA_00129",2021,2231,7,2,3
"2021_1040_1","SSA_00130",2021,1040,8,1,1
"2021_1040_2","SSA_00130",2021,1040,8,1,2
"2021_1040_3","SSA_00130",2021,1040,8,1,3
"2021_2078_1","SSA_00130",2021,2078,6,2,1
"2021_2078_2","SSA_00130",2021,2078,6,2,2
"2021_2078_3","SSA_00130",2021,2078,6,2,3
"2021_1184_1","SSA_00131",2021,1184,8,1,1
"2021_1184_2","SSA_00131",2021,1184,8,1,2
"2021_1184_3","SSA_00131",2021,1184,8,1,3
"2021_2103_1","SSA_00131",2021,2103,7,2,1
"2021_2103_2","SSA_00131",2021,2103,7,2,2
"2021_2103_3","SSA_00131",2021,2103,7,2,3
"2021_1303_1","SSA_00132",2021,1303,7,1,1
"2021_1303_2","SSA_00132",2021,1303,7,1,2
"2021_1303_3","SSA_00132",2021,1303,7,1,3
"2021_2182_1","SSA_00132",2021,2182,6,2,1
"2021_2182_2","SSA_00132",2021,2182,6,2,2
"2021_2182_3","SSA_00132",2021,2182,6,2,3
"2021_1312_1","SSA_00133",2021,1312,8,1,1
"2021_1312_2","SSA_00133",2021,1312,8,1,2
"2021_1312_3","SSA_00133",2021,1312,8,1,3
"2021_2137_1","SSA_00133",2021,2137,1,2,1
"2021_2137_2","SSA_00133",2021,2137,1,2,2
"2021_2137_3","SSA_00133",2021,2137,1,2,3
"2021_1006_1","SSA_00134",2021,1006,6,1,1
"2021_1006_2","SSA_00134",2021,1006,6,1,2
"2021_1006_3","SSA_00134",2021,1006,6,1,3
"2021_2236_1","SSA_00134",2021,2236,4,2,1
"2021_2236_2","SSA_00134",2021,2236,4,2,2
"2021_2236_3","SSA_00134",2021,2236,4,2,3
"2021_1135_1","SSA_00135",2021,1135,7,1,1
"2021_1135_2","SSA_00135",2021,1135,7,1,2
"2021_1135_3","SSA_00135",2021,1135,7,1,3
"2021_2313_1","SSA_00135",2021,2313,1,2,1
"2021_2313_2","SSA_00135",2021,2313,1,2,2
"2021_2313_3","SSA_00135",2021,2313,1,2,3
"2021_1319_1","SSA_00136",2021,1319,7,1,1
"2021_1319_2","SSA_00136",2021,1319,7,1,2
"2021_1319_3","SSA_00136",2021,1319,7,1,3
"2021_2257_1","SSA_00136",2021,2257,1,2,1
"2021_2257_2","SSA_00136",2021,2257,1,2,2
"2021_2257_3","SSA_00136",2021,2257,1,2,3
"2021_1203_1","SSA_00137",2021,1203,3,1,1
"2021_1203_2","SSA_00137",2021,1203,3,1,2
"2021_1203_3","SSA_00137",2021,1203,3,1,3
"2021_2273_1","SSA_00137",2021,2273,1,2,1
"2021_2273_2","SSA_00137",2021,2273,1,2,2
"2021_2273_3","SSA_00137",2021,2273,1,2,3
"2021_1133_1","SSA_00138",2021,1133,5,1,1
"2021_1133_2","SSA_00138",2021,1133,5,1,2
"2021_1133_3","SSA_00138",2021,1133,5,1,3
"2021_2254_1","SSA_00138",2021,2254,6,2,1
"2021_2254_2","SSA_00138",2021,2254,6,2,2
"2021_2254_3","SSA_00138",2021,2254,6,2,3
"2021_1085_1","SSA_00139",2021,1085,5,1,1
"2021_1085_2","SSA_00139",2021,1085,5,1,2
"2021_1085_3","SSA_00139",2021,1085,5,1,3
"2021_2057_1","SSA_00139",2021,2057,1,2,1
"2021_2057_2","SSA_00139",2021,2057,1,2,2
"2021_2057_3","SSA_00139",2021,2057,1,2,3
"2021_1290_1","SSA_00140",2021,1290,2,1,1
"2021_1290_2","SSA_00140",2021,1290,2,1,2
"2021_1290_3","SSA_00140",2021,1290,2,1,3
"2021_2178_1","SSA_00140",2021,2178,2,2,1
"2021_2178_2","SSA_00140",2021,2178,2,2,2
"2021_2178_3","SSA_00140",2021,2178,2,2,3
"2021_1100_1","SSA_00141",2021,1100,4,1,1
"2021_1100_2","SSA_00141",2021,1100,4,1,2
"2021_1100_3","SSA_00141",2021,1100,4,1,3
"2021_2317_1","SSA_00141",2021,2317,5,2,1
"2021_2317_2","SSA_00141",2021,2317,5,2,2
"2021_2317_3","SSA_00141",2021,2317,5,2,3
"2021_1258_1","SSA_00142",2021,1258,2,1,1
"2021_1258_2","SSA_00142",2021,1258,2,1,2
"2021_1258_3","SSA_00142",2021,1258,2,1,3
"2021_2133_1","SSA_00142",2021,2133,5,2,1
"2021_2133_2","SSA_00142",2021,2133,5,2,2
"2021_2133_3","SSA_00142",2021,2133,5,2,3
"2021_1112_1","SSA_00143",2021,1112,8,1,1
"2021_1112_2","SSA_00143",2021,1112,8,1,2
"2021_1112_3","SSA_00143",2021,1112,8,1,3
"2021_2097_1","SSA_00143",2021,2097,1,2,1
"2021_2097_2","SSA_00143",2021,2097,1,2,2
"2021_2097_3","SSA_00143",2021,2097,1,2,3
"2021_1146_1","SSA_00144",2021,1146,2,1,1
"2021_1146_2","SSA_00144",2021,1146,2,1,2
"2021_1146_3","SSA_00144",2021,1146,2,1,3
"2021_2058_1","SSA_00144",2021,2058,2,2,1
"2021_2058_2","SSA_00144",2021,2058,2,2,2
"2021_2058_3","SSA_00144",2021,2058,2,2,3
"2021_1173_1","SSA_00145",2021,1173,5,1,1
"2021_1173_2","SSA_00145",2021,1173,5,1,2
"2021_1173_3","SSA_00145",2021,1173,5,1,3
"2021_2049_1","SSA_00145",2021,2049,1,2,1
"2021_2049_2","SSA_00145",2021,2049,1,2,2
"2021_2049_3","SSA_00145",2021,2049,1,2,3
"2021_1248_1","SSA_00146",2021,1248,8,1,1
"2021_1248_2","SSA_00146",2021,1248,8,1,2
"2021_1248_3","SSA_00146",2021,1248,8,1,3
"2021_2314_1","SSA_00146",2021,2314,2,2,1
"2021_2314_2","SSA_00146",2021,2314,2,2,2
"2021_2314_3","SSA_00146",2021,2314,2,2,3
"2021_1127_1","SSA_00147",2021,1127,7,1,1
"2021_1127_2","SSA_00147",2021,1127,7,1,2
"2021_1127_3","SSA_00147",2021,1127,7,1,3
"2021_2143_1","SSA_00147",2021,2143,7,2,1
"2021_2143_2","SSA_00147",2021,2143,7,2,2
"2021_2143_3","SSA_00147",2021,2143,7,2,3
"2021_1241_1","SSA_00148",2021,1241,1,1,1
"2021_1241_2","SSA_00148",2021,1241,1,1,2
"2021_1241_3","SSA_00148",2021,1241,1,1,3
"2021_2245_1","SSA_00148",2021,2245,5,2,1
"2021_2245_2","SSA_00148",2021,2245,5,2,2
"2021_2245_3","SSA_00148",2021,2245,5,2,3
"2021_1171_1","SSA_00149",2021,1171,3,1,1
"2021_1171_2","SSA_00149",2021,1171,3,1,2
"2021_1171_3","SSA_00149",2021,1171,3,1,3
"2021_2060_1","SSA_00149",2021,2060,4,2,1
"2021_2060_2","SSA_00149",2021,2060,4,2,2
"2021_2060_3","SSA_00149",2021,2060,4,2,3
"2021_1129_1","SSA_00150",2021,1129,1,1,1
"2021_1129_2","SSA_00150",2021,1129,1,1,2
"2021_1129_3","SSA_00150",2021,1129,1,1,3
"2021_2309_1","SSA_00150",2021,2309,5,2,1
"2021_2309_2","SSA_00150",2021,2309,5,2,2
"2021_2309_3","SSA_00150",2021,2309,5,2,3
"2021_1001_1","SSA_00151",2021,1001,1,1,1
"2021_1001_2","SSA_00151",2021,1001,1,1,2
"2021_1001_3","SSA_00151",2021,1001,1,1,3
"2021_2246_1","SSA_00151",2021,2246,6,2,1
"2021_2246_2","SSA_00151",2021,2246,6,2,2
"2021_2246_3","SSA_00151",2021,2246,6,2,3
"2021_1221_1","SSA_00152",2021,1221,5,1,1
"2021_1221_2","SSA_00152",2021,1221,5,1,2
"2021_1221_3","SSA_00152",2021,1221,5,1,3
"2021_2315_1","SSA_00152",2021,2315,3,2,1
"2021_2315_2","SSA_00152",2021,2315,3,2,2
"2021_2315_3","SSA_00152",2021,2315,3,2,3
"2021_1266_1","SSA_00153",2021,1266,2,1,1
"2021_1266_2","SSA_00153",2021,1266,2,1,2
"2021_1266_3","SSA_00153",2021,1266,2,1,3
"2021_2288_1","SSA_00153",2021,2288,8,2,1
"2021_2288_2","SSA_00153",2021,2288,8,2,2
"2021_2288_3","SSA_00153",2021,2288,8,2,3
"2021_1011_1","SSA_00154",2021,1011,3,1,1
"2021_1011_2","SSA_00154",2021,1011,3,1,2
"2021_1011_3","SSA_00154",2021,1011,3,1,3
"2021_2221_1","SSA_00154",2021,2221,5,2,1
"2021_2221_2","SSA_00154",2021,2221,5,2,2
"2021_2221_3","SSA_00154",2021,2221,5,2,3
"2021_1047_1","SSA_00155",2021,1047,7,1,1
"2021_1047_2","SSA_00155",2021,1047,7,1,2
"2021_1047_3","SSA_00155",2021,1047,7,1,3
"2021_2036_1","SSA_00155",2021,2036,4,2,1
"2021_2036_2","SSA_00155",2021,2036,4,2,2
"2021_2036_3","SSA_00155",2021,2036,4,2,3
"2021_1228_1","SSA_00156",2021,1228,4,1,1
"2021_1228_2","SSA_00156",2021,1228,4,1,2
"2021_1228_3","SSA_00156",2021,1228,4,1,3
"2021_2171_1","SSA_00156",2021,2171,3,2,1
"2021_2171_2","SSA_00156",2021,2171,3,2,2
"2021_2171_3","SSA_00156",2021,2171,3,2,3
"2021_1262_1","SSA_00157",2021,1262,6,1,1
"2021_1262_2","SSA_00157",2021,1262,6,1,2
"2021_1262_3","SSA_00157",2021,1262,6,1,3
"2021_2138_1","SSA_00157",2021,2138,2,2,1
"2021_2138_2","SSA_00157",2021,2138,2,2,2
"2021_2138_3","SSA_00157",2021,2138,2,2,3
"2021_1201_1","SSA_00159",2021,1201,1,1,1
"2021_1201_2","SSA_00159",2021,1201,1,1,2
"2021_1201_3","SSA_00159",2021,1201,1,1,3
"2021_2093_1","SSA_00159",2021,2093,5,2,1
"2021_2093_2","SSA_00159",2021,2093,5,2,2
"2021_2093_3","SSA_00159",2021,2093,5,2,3
"2021_1300_1","SSA_00160",2021,1300,4,1,1
"2021_1300_2","SSA_00160",2021,1300,4,1,2
"2021_1300_3","SSA_00160",2021,1300,4,1,3
"2021_2094_1","SSA_00160",2021,2094,6,2,1
"2021_2094_2","SSA_00160",2021,2094,6,2,2
"2021_2094_3","SSA_00160",2021,2094,6,2,3
"2021_1123_1","SSA_00161",2021,1123,3,1,1
"2021_1123_2","SSA_00161",2021,1123,3,1,2
"2021_1123_3","SSA_00161",2021,1123,3,1,3
"2021_2260_1","SSA_00161",2021,2260,4,2,1
"2021_2260_2","SSA_00161",2021,2260,4,2,2
"2021_2260_3","SSA_00161",2021,2260,4,2,3
"2021_1016_1","SSA_00162",2021,1016,8,1,1
"2021_1016_2","SSA_00162",2021,1016,8,1,2
"2021_1016_3","SSA_00162",2021,1016,8,1,3
"2021_2131_1","SSA_00162",2021,2131,3,2,1
"2021_2131_2","SSA_00162",2021,2131,3,2,2
"2021_2131_3","SSA_00162",2021,2131,3,2,3
"2021_1284_1","SSA_00163",2021,1284,4,1,1
"2021_1284_2","SSA_00163",2021,1284,4,1,2
"2021_1284_3","SSA_00163",2021,1284,4,1,3
"2021_2295_1","SSA_00163",2021,2295,7,2,1
"2021_2295_2","SSA_00163",2021,2295,7,2,2
"2021_2295_3","SSA_00163",2021,2295,7,2,3
"2021_1242_1","SSA_00164",2021,1242,2,1,1
"2021_1242_2","SSA_00164",2021,1242,2,1,2
"2021_1242_3","SSA_00164",2021,1242,2,1,3
"2021_2237_1","SSA_00164",2021,2237,5,2,1
"2021_2237_2","SSA_00164",2021,2237,5,2,2
"2021_2237_3","SSA_00164",2021,2237,5,2,3
"2021_1118_1","SSA_00166",2021,1118,6,1,1
"2021_1118_2","SSA_00166",2021,1118,6,1,2
"2021_1118_3","SSA_00166",2021,1118,6,1,3
"2021_2111_1","SSA_00166",2021,2111,7,2,1
"2021_2111_2","SSA_00166",2021,2111,7,2,2
"2021_2111_3","SSA_00166",2021,2111,7,2,3
"2021_1271_1","SSA_00167",2021,1271,7,1,1
"2021_1271_2","SSA_00167",2021,1271,7,1,2
"2021_1271_3","SSA_00167",2021,1271,7,1,3
"2021_2270_1","SSA_00167",2021,2270,6,2,1
"2021_2270_2","SSA_00167",2021,2270,6,2,2
"2021_2270_3","SSA_00167",2021,2270,6,2,3
"2021_1108_1","SSA_00168",2021,1108,4,1,1
"2021_1108_2","SSA_00168",2021,1108,4,1,2
"2021_1108_3","SSA_00168",2021,1108,4,1,3
"2021_2298_1","SSA_00168",2021,2298,2,2,1
"2021_2298_2","SSA_00168",2021,2298,2,2,2
"2021_2298_3","SSA_00168",2021,2298,2,2,3
"2021_1316_1","SSA_00169",2021,1316,4,1,1
"2021_1316_2","SSA_00169",2021,1316,4,1,2
"2021_1316_3","SSA_00169",2021,1316,4,1,3
"2021_2020_1","SSA_00169",2021,2020,4,2,1
"2021_2020_2","SSA_00169",2021,2020,4,2,2
"2021_2020_3","SSA_00169",2021,2020,4,2,3
"2021_1134_1","SSA_00170",2021,1134,6,1,1
"2021_1134_2","SSA_00170",2021,1134,6,1,2
"2021_1134_3","SSA_00170",2021,1134,6,1,3
"2021_2038_1","SSA_00170",2021,2038,6,2,1
"2021_2038_2","SSA_00170",2021,2038,6,2,2
"2021_2038_3","SSA_00170",2021,2038,6,2,3
"2021_1172_1","SSA_00171",2021,1172,4,1,1
"2021_1172_2","SSA_00171",2021,1172,4,1,2
"2021_1172_3","SSA_00171",2021,1172,4,1,3
"2021_2244_1","SSA_00171",2021,2244,4,2,1
"2021_2244_2","SSA_00171",2021,2244,4,2,2
