"","SSA_00279","SSA_00119","SSA_00003","SSA_00173","SSA_00062","SSA_00179","SSA_00005","SSA_00010","SSA_00008","SSA_00239","SSA_00229","SSA_00007","SSA_00187","SSA_00018","SSA_00304","SSA_00009","SSA_00097","SSA_00240","SSA_00108","SSA_00113","SSA_00006","SSA_00121","SSA_00067"
"Km2_HCO3",0.0610162767551251,0.0625140719636301,0.0688569989041346,0.0520101868566053,0.0573605726442237,0.0564745361058834,0.058156788791765,0.066253235008422,0.0575555763531583,0.0672495283672565,0.0666747212764116,0.0732920448318331,0.0641102823486456,0.0616681202932557,0.0671191892845082,0.0594631830492774,0.0608755297319057,0.0583347256951379,0.0608263576945911,0.056736163893387,0.0555197725911137,0.0593831397783153,0.0593532149032158
"Km6_CO2",0.0266346779021965,0.0240236571254537,0.0250517965223627,0.0233153478307053,0.0244458622029164,0.0274065415743174,0.0211535654088125,0.0230699301894178,0.0230184403003596,0.0274061724096963,0.0170738631340908,0.0253105632880989,0.0233595136080691,0.0276322786132946,0.0215089427352567,0.0202617450896017,0.0214927118540202,0.0195812347253136,0.0202167678612314,0.0223289996200384,0.0238756959025798,0.0212142784802116,0.0198772496471707
"Km6_O2",0.297592787211131,0.281948297416765,0.323118677031507,0.278959639553248,0.267787592958497,0.290867161372193,0.324666180621186,0.295984952368315,0.26676128930316,0.213401315550239,0.262739229884546,0.332779626584036,0.262272642171572,0.304807870933559,0.195222856279157,0.209079632126966,0.29182933556028,0.305588689345398,0.343301577160435,0.265265227773489,0.244678072002053,0.205665986722056,0.278251885205299
"Km7_PGA",2.41114377988716,2.50389869572009,2.26340356674209,2.4353454974534,2.28707837006391,2.35464193153873,2.05821432551604,2.34489071542832,2.60556279895656,2.36497947932482,2.2325977423646,2.10157192777964,2.51584429179779,2.06731311982689,2.2582620806269,2.39488318958737,2.54677468389782,2.48287786113213,2.45864693882424,2.73681386275616,2.42410430229079,2.16742573319459,2.52008194026233
"Km18_Ru5P",0.045503391761289,0.0433927307139055,0.043377444966551,0.0483986000274709,0.0516784806435081,0.0500660571128957,0.0450576483836532,0.0643404148406475,0.0411994998277676,0.0429836692482835,0.0484605220104069,0.0412771177934759,0.0499839128232133,0.0473873478595602,0.0560055972471602,0.0468297863993019,0.038936952503211,0.0457799057478535,0.045894418682502,0.0390813622998855,0.0326626465111412,0.0406187358363683,0.0453545238488725
"Ki57",0.143736409559011,0.222408554889661,0.251173177513689,0.184520490849408,0.236329299941036,0.198854993655694,0.265839366974275,0.175435251247919,0.178790033733095,0.180350530337115,0.323540735299238,0.242506050320253,0.226522394581589,0.188361541898177,0.190518072055026,0.184400437081895,0.187060743621928,0.213756012250614,0.235552569070438,0.16789066214324,0.203764440009499,0.211958189808344,0.237444744249046
"Vm6y22",0.0729716394412817,0.067116799495136,0.0744074323750193,0.0669971278999424,0.0747668070919771,0.069789645022908,0.072184645512119,0.0694293145107345,0.0702568478996012,0.0714344698977533,0.0757758679239931,0.0653334626185473,0.0751365979326652,0.0765181833304879,0.0788061885470233,0.077088130505466,0.0669900747895105,0.0708744269791605,0.0663341449487545,0.0696578158895887,0.0760739796516804,0.0698486805551292,0.0713155204991093
"KaRac",15.6685951795049,14.0682495890252,10.2218284551594,13.668149503562,14.3652628273028,13.5897325133918,16.5926167442969,13.0635742158431,13.3644458998721,15.9744949595639,16.0882877766809,14.3945987811403,16.4688918352003,19.4171264559047,15.6482392898375,20.1778979125558,14.6049115200378,16.6233912813636,14.1018841893172,15.0995399061411,22.3496399143149,19.6656131379776,16.3674110345767
"tao_ActRubisco",273.04547288437,229.578294347346,220.756382728984,281.518452726453,248.424488647212,247.892775877349,201.790176028644,210.437457200449,282.406518156249,282.685569200156,271.202380827999,265.988662455991,239.01264049537,243.690120637118,282.550859499462,241.723561064003,268.324870159563,231.67855089399,234.541897831546,220.042921373982,262.124726691602,260.605671405775,254.690935453028
"BBslope",2.97534529787722,2.94295351699084,2.79217995305347,2.86469598496515,2.8925513599198,2.86190561750622,2.72209901317145,2.9403834083461,3.00255132880119,3.0507595413686,2.98499028009295,3.29561047091478,2.89504257070863,3.18348798675294,2.85793709457167,2.86791881506289,2.85376413143655,3.05771456732882,2.8728359654045,2.99389019007096,2.75503310324284,2.99381874253573,2.90908229283107
