"","SSA_00139","SSA_00091","SSA_00075","SSA_00105","SSA_00004","SSA_00239","SSA_00241","SSA_00110","SSA_00079","SSA_00235","SSA_00254","SSA_00173","SSA_00041","SSA_00121","SSA_00108","SSA_00135","SSA_00240","SSA_00238","SSA_00359","SSA_00160","SSA_00096","SSA_00204"
"Km1_CO2",4.3999563001679,4.39986362997208,4.39988127261531,4.39990239189471,4.39989304798624,4.39985354887738,4.39988785291273,4.39986918649384,4.39998949917481,4.39995874269713,4.3998843786762,4.39984790101131,4.39984220135199,4.39977211402567,4.39990466804028,4.39992238694063,4.39986030417376,4.39985469527219,4.39989271561734,4.39987544071165,4.39993546620614,4.39988072736911
"Km2_HCO3",0.0283138041150859,0.0283135278944957,0.028313903108231,0.0283137405938159,0.0283140549467296,0.0283140497569374,0.0283141043469584,0.028314043859376,0.0283139930786988,0.0283137640470636,0.0283137237861133,0.0283142368653472,0.0283141810852101,0.0283137727756097,0.0283136668491194,0.0283139855799809,0.0283142391827421,0.0283142007741012,0.0283141280449579,0.0283139552099349,0.0283138476326689,0.0283140115080611
"Km2_PEP",0.112247899502856,0.114618426616704,0.107868079098604,0.101558756765101,0.102089684501876,0.112014009119863,0.0899995072723957,0.116238217534881,0.0994088936998659,0.112742841583471,0.109094447213792,0.111521290521408,0.121933768049695,0.118748066706419,0.0913926940502991,0.0981449852102721,0.0955700317281866,0.120384467165001,0.108894997868152,0.116482619270678,0.100459865177075,0.123791987719204
"Km6_CO2",0.0166356714262402,0.0159219365431983,0.0137306726530994,0.0145036572267168,0.0137910417416752,0.0260153825718689,0.0171090726857587,0.0228344986958106,0.0140462805521659,0.0122055290000637,0.0124746736123597,0.0117198003006135,0.0159087788539253,0.0176071529097291,0.00701777273689534,0.0121888906301332,0.0135303585832478,0.0187255139053325,0.0136950326864471,0.0178533220982745,0.0108420326883036,0.0206828180184627
"Km6_O2",0.229609610686838,0.229610468522716,0.229611706690327,0.22961277932901,0.229609752930126,0.229612250050042,0.22960907021355,0.229613363164355,0.229610480564785,0.229611854362626,0.229614458056764,0.22960699749889,0.229610713194491,0.229611417929647,0.229607218487559,0.229609259224767,0.2296112950507,0.229612428573293,0.229609762452317,0.229613861792907,0.229608273156877,0.22961181873999
"Km7_PGA",6.28072651157416,6.28063965245672,6.28066248011966,6.28070638724719,6.28066243069153,6.28061047005018,6.28064890688483,6.28069254866249,6.28071967488013,6.28077308374761,6.28074032722949,6.28065275804906,6.28060499151099,6.2806568606169,6.28071420891666,6.28065703884485,6.2807073618917,6.28072958213066,6.28072425591074,6.28051171929886,6.28069602935668,6.28070455458651
"Km10_GAP",0.0561702649475439,0.0561701581767713,0.0561699833975901,0.0561699131938547,0.056169701504184,0.0561704226789033,0.0561698345061048,0.0561698327954009,0.0561703786127068,0.0561703497558634,0.0561703032799136,0.0561699480737591,0.05617074447203,0.0561700369135942,0.0561708119371532,0.0561700105717424,0.0561697355502275,0.0561703464142159,0.0561705384306512,0.0561691338208772,0.0561709194622689,0.0561702099326631
"Km12_DHAP",0.481158951844643,0.481156894534468,0.481165480515955,0.481158019901762,0.481161307917032,0.481168344461629,0.481165649967752,0.481168219862759,0.481162281897269,0.481164664446715,0.48116130036959,0.481166379161784,0.481163838862805,0.481158833882052,0.481153373683413,0.481162387367535,0.481156489145952,0.481161832302607,0.481162391666143,0.481159067027501,0.481152909024033,0.481165297083363
"Km12_E4P",0.218431512246809,0.169388005694605,0.18349595574782,0.162014898583209,0.195383313378989,0.0966140708249202,0.149480132538709,0.181689504267868,0.16145002454743,0.167913319683672,0.179894988042671,0.211788908544925,0.148377037628987,0.182874049075728,0.208229806834619,0.173970355528197,0.185324493560616,0.145464676458334,0.154397526355503,0.182909861202378,0.189290039532944,0.177493673003533
"Km14_GAP",0.164382333898855,0.144553535167575,0.159522000122284,0.162666855761488,0.156624521529609,0.162302022663294,0.157978765976323,0.162573835193965,0.157554544764026,0.163058222465995,0.1509378583995,0.167235084412523,0.163808224159859,0.154306229161886,0.151666800577804,0.158112452714542,0.163646404440406,0.172659009125858,0.160468409347346,0.150918797346957,0.164362359317261,0.155922170397205
"Ki18_Pi",7.79498026246907,5.25390733319145,6.4972967551289,6.37218993773207,6.34486404234165,6.23109224167087,6.57980299580199,6.22537642639925,6.10022458954324,6.97387278675973,6.58482959423087,6.8995274664731,7.48277433372738,6.38198712633122,7.39827565052098,6.17531295960696,5.98252104395717,8.09531246437639,6.45419091255366,5.15866943290058,6.53082123582322,6.36636910262025
"Km18_ATP",0.819780700314035,0.819755165314483,0.819770399433128,0.819773340711252,0.819770463010759,0.819773049678447,0.819783683355806,0.819782082337049,0.819770833236933,0.819773025208913,0.819761541236124,0.819782249704738,0.819783769924214,0.819769829659549,0.819760062559107,0.819774047040419,0.819778959709024,0.819782391720628,0.819776165758082,0.819759104631446,0.819771916075569,0.819760562614701
"Km18_Ru5P",0.04825225198528,0.0463349442114375,0.047476647510492,0.0492434436768897,0.0468199983686556,0.0478490137103572,0.0480356651707918,0.0462112288984971,0.0487582683204729,0.0479534967291224,0.04933638128276,0.0447236956301411,0.047481398738946,0.0452297916090976,0.0481173077827366,0.0475247724527241,0.0475904537388598,0.046718374400756,0.0460064344704078,0.0483605537954226,0.0462793973779923,0.0453230561832687
"Km33_NADP",0.0403936999971319,0.0358609900124543,0.0392677495448222,0.0366893269360293,0.0382710156740449,0.035601462654213,0.0368450550385565,0.0295445811643679,0.037007765019639,0.034742231415451,0.0366297018421372,0.0322100765009567,0.0382100949506967,0.0318763746905851,0.0368588624800805,0.037973865721292,0.0303826751387133,0.0378719245111843,0.0318487463903675,0.038702583901326,0.0392096286916048,0.0349779655534894
"Ki57",0.172121443565455,0.163521254867746,0.167858127877158,0.16970451716211,0.164347845846978,0.168819897828506,0.167810874449864,0.163341806677427,0.169994654598397,0.16654635976425,0.16370809584957,0.16368503158827,0.175302574520802,0.166799138854094,0.171135098530714,0.169338883225417,0.164633824155124,0.174297015083622,0.167760237590537,0.168357753796475,0.172162525294932,0.169932808320375
"Vm2y22",0.128542733768817,0.149625637886202,0.133563788450819,0.118523541122556,0.161681424641749,0.0848283197567807,0.096045608679318,0.119760125047392,0.0940780295003059,0.116266799125934,0.135545022908308,0.168717306651173,0.104773365768082,0.145145588261349,0.162157480879485,0.12540775694352,0.14672551250958,0.110472788071292,0.115048740226528,0.146633804733741,0.108706377529656,0.140250296085395
"Vm3y22",0.0980876762426284,0.0938478559464756,0.0927364102597377,0.0954903983631793,0.0884985288286807,0.0926872557290794,0.0972481082075337,0.0933870209292172,0.0951460533700206,0.0872222237756561,0.101279459653468,0.0775764322500099,0.0908877700619121,0.0858086694016943,0.0828232980427974,0.0890377079561005,0.0965366044725053,0.0944026903654746,0.0939057833287184,0.0866877691950852,0.0886347071512342,0.0907267508895249
"Vm4y22",0.112574367861153,0.0899159138344168,0.104944329588837,0.0913236728132556,0.0942697744172547,0.10640937444698,0.104086180850503,0.0937314692254541,0.0995928120160627,0.0934530842859688,0.0806867957374837,0.110487357035103,0.109383218653063,0.0929717100675741,0.100943804911991,0.0948759351561495,0.0624261895744705,0.0970672027776646,0.0975310150331279,0.0919394811197361,0.114333372462773,0.10158908949544
"Vm5y22",0.0715647525653556,0.0715640929784246,0.0715655540531598,0.0715646340136697,0.0715657566226654,0.0715656013539972,0.0715655502101512,0.0715646100672111,0.0715649768252877,0.0715652830683197,0.0715646135033073,0.0715660533020226,0.0715662647552795,0.0715651070997309,0.0715654528022822,0.0715647992502796,0.071565432558769,0.0715665342704242,0.0715654474552976,0.0715645746307875,0.0715657801719414,0.0715657488211034
"Vm6y22",0.0944062321721068,0.0944059358788681,0.0944058223892361,0.0944063162529047,0.0944066898512212,0.0944059553568747,0.0944059880583511,0.0944062471470124,0.0944054837816539,0.0944072379932569,0.094407938893625,0.0944052980782482,0.0944056037074472,0.094407616773353,0.0944061795746242,0.0944063822474274,0.0944067015859346,0.0944057806428666,0.0944071628034166,0.09440597726563,0.0944062995210711,0.0944051298712787
"Vm7_8y22",0.70589498036989,0.705900614962226,0.70589826602963,0.705902651053561,0.705883429592625,0.705896464146358,0.705894174684098,0.705893908690486,0.705909005981599,0.705887099527373,0.705881061220742,0.705880425695072,0.705897750048113,0.70588819650433,0.705885765379161,0.705896702695402,0.705904170617987,0.705909729725447,0.705894661917069,0.705904345783333,0.705901047801775,0.705904443101483
