"","SSA_00197","SSA_00262","SSA_00179","SSA_00001","SSA_00080","SSA_00119","SSA_00286","SSA_00050","SSA_00105","SSA_00005","SSA_00186","SSA_00006","SSA_00018","SSA_00121","SSA_00041","SSA_00033","SSA_00013","SSA_00003","SSA_00156","SSA_00007","SSA_00173","SSA_00187"
"Km2_HCO3",0.0578931820998531,0.052521142142161,0.0493566157283582,0.0441246667699923,0.056780107870206,0.0605740777678384,0.0552765166468175,0.0509584559271746,0.0546920926802706,0.0366419397098623,0.0446948354348091,0.0479778731688646,0.0578378879222192,0.0546891156464727,0.043847861904864,0.044342154638238,0.0543270370812546,0.053322014787162,0.0495778495264411,0.0534757861057686,0.0437090039448064,0.0535908683252581
"Km2_PEP",0.163776591910465,0.127782730512765,0.112949868656566,0.220869029431943,0.113429799010897,0.179450444773609,0.125563450689004,0.145636312276749,0.175876656652885,0.142710236584754,0.199966962138608,0.168802734840198,0.173385181652512,0.163129028247584,0.142420466386189,0.173412250668229,0.210877449271317,0.0930503809676359,0.176769895323342,0.139188223803333,0.148376364267284,0.210856661883799
"Km6_CO2",0.0234643534421753,0.021197338405492,0.0265805686023239,0.0242543108168653,0.0197670010396438,0.0257610179512329,0.0275271892355203,0.0233124861842538,0.0240015347872475,0.026378736280542,0.022039618766811,0.031579340312054,0.0232989465656244,0.0263013370578928,0.0297203707451844,0.0286970318153443,0.0238744492285307,0.0181266233069085,0.0275800068438537,0.0313425945623783,0.0260689119221236,0.0236159682533311
"Km6_O2",0.252100900326811,0.216151859345449,0.225775744214801,0.267186196635101,0.268714467362403,0.266568868524535,0.314653738922852,0.293725713096919,0.244792013381959,0.200078379450505,0.215177658453932,0.211806072974744,0.24760060201347,0.249777572807993,0.224009898791704,0.278779377757509,0.251829576574781,0.202060102891983,0.254045225970515,0.231685280599265,0.3072586149805,0.240515244275178
"Km7_PGA",3.98442775990328,4.80185507417612,4.1229902306863,4.50002230466927,4.21239723431908,4.32284920446538,4.02945383617892,4.58725109441502,4.77558033345353,5.10258328939757,4.72655821189472,3.50172309510572,4.13583699246158,4.60713465783733,4.13061917541127,4.23358503636326,4.35762301574836,4.67144877139099,4.02357790909502,4.10264875199005,3.93102136853788,4.45777137335134
"Km10_GAP",0.0681468930809235,0.0538933458506884,0.0561241794588554,0.0696842999692764,0.0499333697879578,0.0645359169553884,0.0639323204246901,0.0660353694607851,0.0573521797651751,0.0562186344528102,0.0522079571244837,0.0753782785033557,0.0617906251393519,0.0450459724689194,0.0680734373983849,0.0648948060441307,0.0634088954229641,0.0649136221936778,0.0540974667838965,0.0640580688756621,0.064345222122234,0.0607901203946806
"Km12_DHAP",0.37119236942135,0.593013169743528,0.427948729109681,0.354360646231731,0.623531080715745,0.368284630582658,0.609523214821063,0.553058924122602,0.292345782810719,0.567233739859249,0.580195125865215,0.70939890368878,0.597251730686048,0.449891418827978,0.606736104952905,0.528884260477818,0.516165253590788,0.622962240711997,0.414354160211484,0.516190579994439,0.526245303824911,0.497956531539621
"Km12_E4P",0.248391437515542,0.266295798915338,0.225203533737308,0.249173834823973,0.250743791633532,0.275538412483279,0.294640637708217,0.289550332913664,0.282212199039066,0.263028653785514,0.240887477837456,0.256073809261673,0.236851068869897,0.226127165419338,0.217763175132591,0.272850753041043,0.272873562852459,0.29685836089346,0.227811509297164,0.167903243144392,0.306625552047628,0.25948782960816
"Km14_GAP",0.113756486771407,0.114265743480277,0.109798493351395,0.134527745120597,0.117752718365871,0.125155504322963,0.118334750537808,0.134250734529388,0.118266408447712,0.135585193177256,0.103896629434361,0.0987297998222572,0.102079072825187,0.121700665310199,0.116936207929382,0.12585479355762,0.130122455455475,0.101362371587928,0.110307442134977,0.115078197202357,0.12173229511191,0.119714506496412
"Km18_Ru5P",0.0519928656799018,0.0541541287193613,0.0517429653793484,0.0473380630472815,0.0525597160880991,0.0553788320931614,0.0517330748201856,0.0499599790724366,0.0631252365200649,0.0605093106185269,0.0477121653588368,0.0569592768583081,0.0520846191255284,0.0517171914020685,0.0548559154253262,0.053179696126216,0.0470671698920385,0.0433572061107481,0.0488945098662691,0.0512278966834204,0.0500890715316618,0.0470489522460002
"Ki57",0.166148602584283,0.186192272327351,0.194360317905887,0.181166809564268,0.172298802854991,0.18055048433944,0.190753198094839,0.165487956111979,0.198461363844849,0.131598711958005,0.218265011730576,0.18083450325295,0.147151442256355,0.181311811309166,0.192345897692801,0.18620838408022,0.168888433549312,0.142291990736304,0.180959879863346,0.22228926129047,0.186147963184658,0.192671996481753
"Vm6y22",0.0760629334282706,0.0757752189318397,0.0747856007237933,0.0747772918914115,0.0718981064702457,0.0786184290794429,0.0740684395853722,0.0725772194297759,0.0755568598871087,0.0850700442364674,0.0717667977177404,0.0807591050963802,0.0718451210704861,0.0758648570954559,0.0728323094728574,0.0779695908244787,0.0756939055000452,0.0731225098567035,0.076049798135027,0.0669693226611887,0.0745867786700391,0.0723560640983263
"Jmaxy22",0.957277456840219,0.907308314330135,0.946942010011795,0.982417659265794,0.958229737039654,0.960149062120375,0.970782365762217,0.981763239532849,0.918984875357213,0.825230552234484,0.965221609942417,0.927061305109405,0.957457881472921,0.96185816686974,0.976254921356191,0.95291751521347,0.980674803473341,1.00343441524608,0.957044220621828,0.975659032585854,0.986640856787357,0.995693818013044
"KaRac",17.819792421244,19.965284094638,18.8903893291502,15.7693690713804,18.0376471354988,18.5802581015064,21.4311738400045,17.891861934933,19.0481236330849,21.571794521927,17.2494221902244,21.6996278455698,22.534314309919,19.273954264385,20.6274986490919,18.4609431196095,22.1829378687481,24.2432675633394,20.4359852155709,17.2868990782996,17.9454522590379,16.5998291178374
"tao_ActRubisco",207.060293833428,202.329080680293,216.205891306162,197.468986988361,211.282181197798,252.851284108532,222.546897587474,191.339502613368,254.322049788697,127.534535952552,216.933135144745,142.773630227081,224.089531956718,246.682483009204,185.240298403707,223.519749696184,223.755958762501,191.641849126506,219.861709473051,154.428477845996,203.977937124997,207.748034654717
"Perm_CO2",0.177400803795428,0.186607562127838,0.154940975059798,0.186188254280315,0.175593503719708,0.128088326527182,0.164747948119465,0.181848846396819,0.139516485185359,0.177218861812879,0.174009095040222,0.123637410960148,0.124605068521176,0.143233922484587,0.131249957360499,0.128005747205781,0.130409301946017,0.164696375777319,0.126917118331371,0.197254542120352,0.182655843091049,0.150458671893355
"BBslope",3.07108132977701,2.75606357773804,2.87920562377844,2.8499645595416,2.89860792994906,2.85034567200999,2.91500279445047,3.04672834297141,2.89546392044295,2.76946052299796,2.79106542496703,2.81024879486543,3.06007743291325,3.02253249857955,2.89924843375538,2.77941976681739,2.95503024065773,2.97688325973892,2.8795819158317,3.24759978100224,2.82415076066309,3.03210952221906
