"","SSA_00235","SSA_00304","SSA_00018","SSA_00216","SSA_00240","SSA_00091","SSA_00238","SSA_00187","SSA_00359","SSA_00013","SSA_00367","SSA_00123","SSA_00254","SSA_00126","SSA_00229","SSA_00010","SSA_00041","SSA_00151","SSA_00006","SSA_00156","SSA_00108","SSA_00209","SSA_00004"
"Km2_HCO3",0.0544073939967154,0.0544084578049841,0.0544081574519748,0.0544081666179241,0.0544078034807623,0.05440787232165,0.0544079403818404,0.0544080825389445,0.0544080660144288,0.0544079076381795,0.0544085478966155,0.0544074425424413,0.0544080148069184,0.0544079874045204,0.0544085594007897,0.0544089655735617,0.054407612814115,0.0544079205069302,0.0544078749960999,0.0544077974851243,0.0544079796107101,0.0544078419497458,0.054407541846062
"Km6_CO2",0.0228500993633662,0.0228499948655638,0.0228506979178933,0.0228496773182419,0.0228502168845945,0.0228502523741907,0.0228497058344342,0.0228502411404123,0.0228501811461012,0.0228500926595784,0.0228500105010423,0.0228495656232972,0.0228498175389152,0.0228496348234062,0.0228496310242373,0.0228504604971592,0.0228499282592497,0.0228499642173874,0.0228500316026577,0.0228497048991875,0.0228500421916212,0.0228497748765556,0.0228500437261026
"Km6_O2",0.326542324979805,0.184989007986348,0.41956153965132,0.35440036759607,0.363597556048425,0.453602009350659,0.287430155303151,0.309619840488024,0.3554495029974,0.336586136861705,0.251207031283611,0.244061006508967,0.225752194967298,0.339292830260113,0.297255551438619,0.452773362389085,0.230784975479881,0.303040736393212,0.192547430691604,0.348841654000929,0.422707949815543,0.272942426707671,0.278672964859535
"Km7_PGA",2.9632703242616,2.85290467564528,2.9274337522332,2.98124513122128,2.92021163715851,3.01350270992778,2.97516205103708,2.95281245436099,2.97936692082514,2.94443113653229,2.95278869802213,2.98016144583495,2.84411158951081,2.89208379486124,2.94635920977187,2.92708223491013,2.93383105912087,2.96332161938286,2.93027968284464,2.92685126512853,3.03770276637549,2.95626104600634,2.9833131698983
"Km18_Ru5P",0.0491369472204335,0.0491380536611095,0.0491369271148537,0.0491375073819262,0.0491373324879735,0.0491368377779418,0.0491371443650992,0.0491373697127552,0.049136912080223,0.0491371567817458,0.0491375480328282,0.0491376805323671,0.0491368662322867,0.0491375356445774,0.0491375768119683,0.0491373697949404,0.0491373333705997,0.0491365673323895,0.0491365677889619,0.0491364768661974,0.0491368623025693,0.0491368446115057,0.0491373232177513
"Ki57",0.197466898277063,0.196192659081889,0.194908536732432,0.197470605840904,0.191883300518066,0.19427870377532,0.198509367108025,0.195875182256859,0.20121611020584,0.196955762963508,0.197000301408929,0.190929822392115,0.195250087656555,0.198269447555174,0.199582508918026,0.202139771367106,0.191838027173475,0.19809591743456,0.190279819653459,0.199275439172519,0.197980790022897,0.197192920752915,0.19403441226729
"Vm6y22",0.067410845334298,0.073649869283,0.0686378096270052,0.0660218553955389,0.0667301621146652,0.0678714950403281,0.0671869850904196,0.0663544087399278,0.0680661003765678,0.0672140776344928,0.0669143123843648,0.0674268434733123,0.0618438925267945,0.0634473110368177,0.0660929044572825,0.0672712527058764,0.0697317595639055,0.0662068454458143,0.0767406464844798,0.0653051846707112,0.0613404336146285,0.0631961806910252,0.0637279764696564
"KaRac",18.0224437588366,14.0483982300106,17.7710797932248,12.3532924074268,16.9685305964105,10.3811410090424,13.60985199919,13.2863623666163,10.3001109162693,14.0712132153146,13.4090250515835,15.7093611027819,18.0016318655556,18.3419805638544,16.1430414010275,8.58639929870122,16.4967460361979,14.3285819700443,23.2331265717862,15.182716165769,11.3247999084043,13.4234593695195,15.0890296171571
"tao_ActRubisco",236.852480081565,300.313081890515,307.599343492024,293.006435077233,287.854200560585,287.809662054879,291.799308128214,257.544535896212,254.754822963892,297.673679866472,262.980736102646,161.116306586859,332.286278354233,167.326940693945,295.74416695008,241.709179746323,256.447639452652,255.455404341664,272.601314287013,372.686804535171,292.944622424733,114.138157696297,282.648059346832
"BBslope",2.83743145917655,2.83743255716988,2.83743841145233,2.83742851139751,2.83744438075106,2.83742518293759,2.83742404940462,2.83743384512656,2.83742688270326,2.83743109229077,2.83742936635847,2.83743056204505,2.83744991419909,2.83743055867814,2.83744908281093,2.83743027078323,2.8374435382883,2.83743733234982,2.83743981980596,2.83743528342162,2.83743161489711,2.83741930490153,2.83743462782841
