Row,Km2_HCO3,Km6_CO2,Km6_O2,Km7_PGA,Km18_Ru5P,Ki57,Vm6y22,KaRac,tao_ActRubisco,BBslope,Vm6y23
SSA_00001,0.0628435511636736,0.0127754364935747,0.131937853082274,1.94965542525449,0.0319314027774126,0.927919922685099,0.0316196133611638,4.00977589799809,150.627466554296,3.02127987077986,0.0340694190008294
SSA_00003,0.0218845293730077,0.0121014759677971,0.168984408463418,3.07283292773139,0.0797899025694306,0.0309950284885035,0.0304515955669827,10.74619038277,496.609493620228,2.08886786733441,0.0335990554898116
SSA_00004,0.0562882730335572,0.00486381535417097,0.023802186112537,0.697484068861909,0.0145268103558599,0.158652559654184,0.0513625036548735,1.88229841766703,109.168725220511,2.75076425815839,0.148551955795506
SSA_00005,0.0681534853778163,0.0297060982783308,0.754882840902174,2.04398452289757,0.0106471063202858,0.476481086652807,0.0444781564546027,10.2929577254836,188.475698850572,2.5634662609759,0.0400594031602966
SSA_00006,0.00613610932758318,0.0074751806219612,0.0184024693234403,1.70078294891776,0.0495850893598307,0.0550664996608169,0.0333002151714979,20.365856856141,379.811105302725,1.63105734663258,0.0381450911462572
SSA_00007,0.0173516974159046,0.0595889036773645,0.0487998719640718,4.26767450741391,0.00511241674676083,0.130146134439285,0.0592684181881158,8.13097402341334,53.173078227443,1.86577323773988,0.0623110158125029
SSA_00008,0.0292059766722649,0.0563220245319135,0.644127940926482,0.580288967282853,0.0228884397375853,0.596872600520486,0.0719133495516105,2.82848662876541,386.929982343886,2.41887854675155,0.0308872083703238
SSA_00009,0.0522577496611448,0.00339006707169208,0.0408798424938362,1.49509286114768,0.0106625436190823,0.152702995459235,0.0309437115534756,11.6932525043503,74.5985675387627,2.29072592237272,0.0302644331688893
SSA_00010,0.0122427940325568,0.00986233433236051,0.038755753758254,3.06997496981332,0.0294514888802882,0.179870758737954,0.0497269424399088,5.75915837564129,684.324608207614,2.09848503336421,0.0563865459230717
SSA_00013,0.0793791034632637,0.00651266977354589,0.527330339297943,3.37383082282227,0.0172164608133886,0.472596013508564,0.0763449040585399,29.7235561757109,116.78037803057,2.80559703684869,0.0254024992437427
