Row,Km2_HCO3,Km6_CO2,Km6_O2,Km7_PGA,Km18_Ru5P,Ki57,Vm6y22,KaRac,tao_ActRubisco,BBslope,Vm6y23
SSA_00001,0.0558648634580049,0.0116013672915629,0.131542165699856,0.750807578078392,0.152489804266003,0.219268729101139,0.0562197443106513,7.28659687873343,116.353303828755,2.85673836476197,0.0677308630442001
SSA_00003,0.0215821825339735,0.0173394238818612,0.142724635159965,5.46664220772513,0.0546283785641468,0.0559577182096482,0.0333231129416268,13.9424800280476,480.889196768372,2.00026806552727,0.0286728052066076
SSA_00004,0.0562882730335572,0.00486381535417097,0.023802186112537,0.697484068861909,0.0145268103558599,0.158652559654184,0.0513625036548735,1.88229841766703,109.168725220511,2.75076425815839,0.148551955795506
SSA_00005,0.0681534853778163,0.0297060982783308,0.754882840902174,2.04398452289757,0.0106471063202858,0.476481086652807,0.0444781564546027,10.2929577254836,188.475698850572,2.5634662609759,0.0400594031602966
SSA_00006,0.00527646969125265,0.00774138550477114,0.0188716090148498,1.59616144488228,0.0514958798636891,0.0645131028638416,0.0337185242294794,20.2587710785215,397.786578830213,1.39816309082617,0.036820414458691
SSA_00007,0.0125903460154912,0.013374417051011,0.295274878668692,4.33652294142492,0.0968310838269615,0.0447866127508936,0.0278041904883006,15.5165039149935,242.450641275422,2.31105834359994,0.0291433879157414
SSA_00008,0.0292059766722649,0.0563220245319135,0.644127940926482,0.580288967282853,0.0228884397375853,0.596872600520486,0.0719133495516105,2.82848662876541,386.929982343886,2.41887854675155,0.0308872083703238
SSA_00009,0.0522577496611448,0.00339006707169208,0.0408798424938362,1.49509286114768,0.0106625436190823,0.152702995459235,0.0309437115534756,11.6932525043503,74.5985675387627,2.29072592237272,0.0302644331688893
SSA_00010,0.0122427940325568,0.00986233433236051,0.038755753758254,3.06997496981332,0.0294514888802882,0.179870758737954,0.0497269424399088,5.75915837564129,684.324608207614,2.09848503336421,0.0563865459230717
SSA_00013,0.0667098519976773,0.0289930701100024,0.0194397266930955,2.9428868129377,0.0256252660338929,0.111830178018667,0.301426943162464,72.3662882808909,56.8385463351633,2.61404146644748,0.341229342084665
