"","V1"
"Km2_HCO3",0.5
"Km6_CO2",0.5
"Km6_O2",0.171861767023802
"Km7_PGA",0.321023447645277
"Km18_Ru5P",0.5
"Ki57",0.649672380519942
"Vm6(2022)",0.149459799542092
"KaRac",0.01
"tao_ActRubisco",0.413174138787637
"BBslope",0.15635435320437
"Vm6(2023)",0.226502923225053
